DEPT	CODE_COAL	Lay	AC	GR	CILD	DEN	CLL8	RT	AT10	AT20	AT30	AT60	AT90
2100.4	3	Y9_3	260.531	78.731	80.042	2.428	74.741	12.544	13.412	14.628	13.918	13.607	12.544
2100.5	3	Y9_3	272.636	71.870	72.514	2.343	69.319	13.883	14.480	16.118	15.444	15.077	13.883
2100.6	1	Y9_3	289.610	61.019	63.584	2.189	62.821	15.802	15.961	18.217	17.624	17.182	15.802
2100.7	1	Y9_3	311.825	49.854	53.913	1.994	55.201	18.771	18.251	21.372	21.144	20.428	18.771
2100.8	1	Y9_3	335.593	40.223	44.506	1.809	47.045	22.974	21.602	25.646	26.196	24.950	22.974
2100.9	1	Y9_3	357.941	31.861	35.933	1.645	39.064	28.631	26.172	31.019	32.656	30.847	28.631
2101.0	1	Y9_3	376.433	24.758	28.942	1.508	32.610	35.127	30.969	36.461	39.212	37.253	35.127
2101.1	1	Y9_3	388.636	19.761	24.686	1.410	29.870	40.693	33.504	39.610	43.048	41.989	40.693
2101.2	1	Y9_3	390.028	18.442	25.712	1.354	34.839	39.037	29.193	35.386	38.878	39.169	39.037
2101.3	1	Y9_3	382.791	21.335	31.604	1.337	46.974	32.599	22.414	27.787	31.005	32.063	32.599
2101.4	1	Y9_3	369.158	29.641	40.716	1.367	63.352	25.483	16.552	20.743	23.525	24.766	25.483
2101.5	1	Y9_3	350.774	43.939	51.414	1.436	81.179	19.895	12.621	15.825	18.102	19.233	19.895
2101.6	1	Y9_3	329.576	63.463	62.151	1.546	98.195	16.227	10.269	12.894	14.725	15.677	16.227
2101.7	2	Y9_3	308.669	84.223	70.137	1.692	109.280	14.314	9.176	11.572	13.096	13.873	14.314
2101.8	2	Y9_3	290.250	99.579	73.862	1.865	111.698	13.552	8.958	11.276	12.609	13.231	13.552
2101.9	0	Y9_3	275.045	106.403	73.844	2.045	106.863	13.549	9.390	11.677	12.969	13.425	13.549
2102.0	0	Y9_3	263.321	105.088	71.187	2.210	97.359	14.065	10.334	12.583	14.005	14.246	14.065
2102.1	0	Y9_3	255.068	99.055	67.172	2.344	86.043	14.902	11.670	13.834	15.506	15.470	14.902
2102.2	0	Y9_3	250.146	94.759	63.365	2.438	75.764	15.801	13.280	15.195	16.752	16.531	15.801
2102.3	0	Y9_3	246.843	94.763	60.293	2.495	67.698	16.605	14.861	16.447	17.610	17.322	16.605
2102.4	0	Y9_3	244.246	98.181	57.871	2.518	61.891	17.293	16.211	17.512	18.253	17.958	17.293
2102.5	0	Y9_3	242.052	102.455	55.889	2.523	58.047	17.902	17.249	18.375	18.826	18.539	17.902
2102.6	0	Y9_3	240.172	103.650	54.051	2.521	55.603	18.506	17.991	19.062	19.410	19.130	18.506
2102.7	0	Y9_3	239.086	99.620	52.216	2.512	53.966	19.160	18.536	19.619	20.021	19.745	19.160
2102.8	0	Y9_3	238.828	94.682	50.966	2.500	53.319	19.625	18.756	19.906	20.451	20.173	19.625
2102.9	0	Y9_3	239.174	92.076	51.179	2.479	54.280	19.549	18.439	19.664	20.380	20.095	19.549
2103.0	0	Y9_3	239.869	93.067	53.234	2.445	57.026	18.814	17.569	18.816	19.691	19.404	18.814
2103.1	0	Y9_3	240.638	97.550	56.798	2.398	61.055	17.628	16.401	17.559	18.572	18.298	17.628
2103.2	0	Y9_3	241.913	103.009	59.768	2.335	64.668	16.744	15.480	16.525	17.823	17.580	16.744
2103.3	0	Y9_3	244.987	106.426	59.533	2.260	66.532	16.810	15.034	16.199	17.987	17.849	16.810
2103.4	0	Y9_3	251.266	106.161	56.542	2.169	68.030	17.738	14.706	16.360	18.627	18.768	17.738
2103.5	0	Y9_3	261.895	102.333	52.722	2.066	71.953	19.002	13.970	16.443	19.010	19.624	19.002
2103.6	0	Y9_3	277.689	96.857	50.599	1.955	81.838	19.768	12.289	15.705	18.391	19.574	19.768
2103.7	2	Y9_3	298.588	95.703	54.391	1.839	104.266	18.460	9.836	13.470	16.435	17.815	18.460
2103.8	2	Y9_3	320.165	97.078	62.320	1.724	134.825	16.227	7.668	11.003	14.142	15.475	16.227
2103.9	2	Y9_3	339.244	96.707	71.935	1.619	166.747	14.057	6.128	8.993	12.080	13.320	14.057
2104.0	2	Y9_3	353.845	93.139	81.127	1.532	193.666	12.389	5.200	7.611	10.482	11.673	12.389
2104.1	2	Y9_3	362.606	88.479	87.636	1.471	209.281	11.423	4.783	6.853	9.481	10.693	11.423
2104.2	2	Y9_3	364.866	89.258	91.100	1.437	214.641	10.980	4.659	6.488	8.931	10.199	10.980
2104.3	2	Y9_3	364.028	93.791	94.195	1.432	219.363	10.623	4.560	6.195	8.478	9.785	10.623
2104.4	2	Y9_3	361.791	97.929	98.709	1.454	229.005	10.149	4.375	5.849	8.007	9.297	10.149
2104.5	2	Y9_3	358.326	99.625	104.857	1.492	243.863	9.555	4.109	5.458	7.572	8.771	9.555
2104.6	2	Y9_3	353.110	99.381	111.518	1.536	259.919	8.975	3.851	5.112	7.318	8.361	8.975
2104.7	2	Y9_3	343.433	98.628	116.286	1.578	268.135	8.604	3.730	4.940	7.322	8.182	8.604
2104.8	2	Y9_3	329.898	98.717	118.621	1.611	265.909	8.432	3.762	4.937	7.398	8.111	8.432
2104.9	2	Y9_3	314.146	100.338	119.443	1.629	256.536	8.372	3.903	5.046	7.464	8.068	8.372
2105.0	2	Y9_3	298.014	103.848	119.650	1.636	243.836	8.358	4.107	5.218	7.517	8.024	8.358
2105.1	2	Y9_3	283.645	109.400	119.807	1.635	230.868	8.347	4.335	5.421	7.574	7.979	8.347
2105.2	0	Y9_3	274.072	115.026	119.184	1.632	218.327	8.391	4.586	5.688	7.704	7.997	8.391
2105.3	0	Y9_3	268.147	119.059	117.116	1.632	204.722	8.541	4.897	6.053	7.953	8.128	8.541
2105.4	0	Y9_3	264.336	121.389	113.857	1.643	189.857	8.788	5.287	6.517	8.311	8.360	8.788
2105.5	0	Y9_3	261.658	122.460	110.206	1.671	174.782	9.078	5.739	7.041	8.726	8.641	9.078
2105.6	0	Y9_3	259.334	122.942	107.333	1.719	161.338	9.318	6.208	7.549	9.107	8.885	9.318
2105.7	0	Y9_3	257.159	122.836	105.824	1.792	151.772	9.451	6.597	7.952	9.379	9.032	9.451
2105.8	0	Y9_3	255.260	122.166	103.974	1.885	144.035	9.620	6.953	8.340	9.673	9.219	9.620
2105.9	0	Y9_3	253.572	121.231	100.050	1.998	135.471	10.012	7.402	8.872	10.147	9.621	10.012
2106.0	0	Y9_3	251.899	120.019	93.690	2.119	125.081	10.704	8.025	9.621	10.834	10.314	10.704
2106.1	0	Y9_3	249.968	118.027	86.071	2.232	113.666	11.641	8.819	10.545	11.617	11.244	11.641
2106.2	0	Y9_3	247.459	114.247	80.050	2.330	104.472	12.513	9.595	11.343	12.182	12.109	12.513
2106.3	0	Y9_3	244.620	110.812	76.009	2.406	98.376	13.171	10.180	11.850	12.564	12.761	13.171
2106.4	0	Y9_3	241.588	109.352	72.549	2.454	94.315	13.802	10.611	12.202	12.982	13.383	13.802
2106.5	0	Y9_3	238.430	110.119	68.804	2.483	91.887	14.555	10.885	12.494	13.537	14.117	14.555
2106.6	0	Y9_3	235.248	112.190	64.946	2.498	91.913	15.411	10.880	12.661	14.163	14.940	15.411
2106.7	0	Y9_3	233.414	113.589	65.201	2.503	102.249	15.341	9.847	11.856	13.900	14.852	15.341
2106.8	0	Y9_3	234.696	112.050	70.994	2.498	125.002	14.177	8.203	10.291	12.667	13.697	14.177
2106.9	0	Y9_3	240.268	108.771	81.774	2.483	159.105	12.402	6.506	8.514	10.934	11.948	12.402
2107.0	0	Y9_3	250.430	106.258	95.821	2.462	199.957	10.555	5.110	6.949	9.187	10.125	10.555
2107.1	0	Y9_3	264.543	107.198	110.155	2.437	238.599	9.121	4.221	5.900	7.851	8.700	9.121
2107.2	0	Y9_3	278.169	109.641	119.656	2.415	258.832	8.371	3.868	5.466	7.169	7.951	8.371
2107.3	2	Y9_3	286.500	109.385	121.834	2.402	255.347	8.211	3.923	5.515	7.053	7.790	8.211
2107.4	2	Y9_3	287.715	105.795	116.409	2.407	230.649	8.627	4.398	6.044	7.508	8.215	8.627
2107.5	2	Y9_3	281.832	100.531	104.917	2.432	191.971	9.609	5.329	7.077	8.546	9.222	9.609
2107.6	0	Y9_3	270.240	96.636	90.857	2.473	151.354	11.069	6.706	8.581	10.094	10.720	11.069
2107.7	0	Y9_3	257.506	95.381	78.783	2.523	121.204	12.788	8.396	10.460	12.003	12.520	12.788
2107.8	0	Y9_3	247.750	96.185	70.763	2.574	102.868	14.198	9.825	12.212	13.813	14.136	14.198
2107.9	0	Y9_3	242.015	98.443	66.859	2.614	93.567	14.971	10.714	13.470	15.124	15.197	14.971
2108.0	0	Y9_3	240.056	101.597	66.622	2.638	90.601	15.018	11.040	14.067	15.700	15.512	15.018
2108.1	0	Y9_3	240.972	104.979	69.339	2.647	91.451	14.431	10.936	14.000	15.474	15.072	14.431
2108.2	0	Y9_3	242.979	108.716	72.665	2.643	92.321	13.772	10.832	13.691	14.980	14.450	13.772
2108.3	0	Y9_3	244.512	113.433	74.224	2.633	90.592	13.475	11.045	13.614	14.745	14.153	13.475
2108.4	0	Y9_3	245.101	117.218	73.573	2.623	86.141	13.598	11.639	13.872	14.853	14.256	13.598
2108.5	0	Y9_3	244.699	118.481	71.260	2.616	80.112	14.043	12.516	14.393	15.221	14.666	14.043
2108.6	0	Y9_3	243.438	117.282	68.383	2.614	74.468	14.630	13.445	15.017	15.719	15.219	14.630
2108.7	0	Y9_3	241.785	116.404	66.690	2.616	71.496	14.997	13.991	15.416	16.062	15.586	14.997
2108.8	0	Y9_3	240.390	115.257	66.393	2.621	70.505	15.062	14.185	15.526	16.128	15.665	15.062
2108.9	0	Y9_3	239.512	112.911	67.037	2.622	70.465	14.919	14.192	15.438	15.965	15.528	14.919
2109.0	0	Y9_3	239.186	108.894	68.129	2.618	70.727	14.680	14.139	15.257	15.671	15.280	14.680
2109.1	0	Y9_3	239.321	102.909	69.161	2.606	70.852	14.460	14.114	15.086	15.372	15.039	14.460
2109.2	0	Y9_3	239.568	94.380	69.716	2.590	70.758	14.344	14.133	15.001	15.197	14.906	14.344
2109.3	0	Y9_3	239.629	85.750	69.675	2.572	70.420	14.352	14.201	15.024	15.182	14.910	14.352
2109.4	3	Y9_3	239.446	79.740	69.101	2.558	69.755	14.472	14.337	15.154	15.301	15.033	14.472
2109.5	3	Y9_3	239.042	77.935	68.105	2.551	68.714	14.685	14.555	15.380	15.518	15.252	14.685
2109.6	0	Y9_3	238.471	80.654	66.822	2.554	67.319	14.967	14.856	15.685	15.800	15.538	14.967
2109.7	0	Y9_3	237.740	85.497	65.212	2.568	65.481	15.339	15.277	16.101	16.173	15.918	15.339
2109.8	0	Y9_3	236.915	88.191	63.180	2.589	63.255	15.838	15.821	16.658	16.694	16.437	15.838
2109.9	0	Y9_3	236.110	88.243	60.740	2.615	60.733	16.481	16.483	17.366	17.384	17.111	16.481
2110.0	0	Y9_3	235.500	86.879	58.110	2.640	58.137	17.225	17.215	18.175	18.192	17.894	17.225
2110.1	0	Y9_3	235.321	85.807	55.706	2.661	55.868	17.959	17.906	18.969	18.991	18.666	17.959
2110.2	0	Y9_3	236.008	86.334	54.408	2.677	54.768	18.382	18.260	19.442	19.475	19.122	18.382
2110.3	0	Y9_3	237.131	88.353	54.200	2.686	54.743	18.451	18.268	19.572	19.611	19.227	18.451
2110.4	0	Y9_3	238.051	91.276	54.596	2.689	55.197	18.317	18.118	19.533	19.558	19.141	18.317
2110.5	0	Y9_3	238.144	95.046	55.023	2.686	55.487	18.174	18.023	19.537	19.515	19.067	18.174
2110.6	0	Y9_3	236.771	100.336	54.851	2.680	54.984	18.231	18.188	19.803	19.705	19.219	18.231
2110.7	0	Y9_3	233.175	103.117	53.675	2.669	53.414	18.635	18.730	20.485	20.314	19.760	18.635
2110.8	0	Y9_3	228.552	99.981	52.484	2.655	51.913	19.058	19.270	21.174	20.959	20.321	19.058
2110.9	0	Y9_3	224.045	92.139	52.118	2.641	51.383	19.189	19.464	21.473	21.250	20.546	19.189
2111.0	0	Y9_3	220.490	82.373	52.883	2.627	52.186	18.917	19.171	21.218	21.022	20.295	18.917
2111.1	3	Y9_3	218.597	73.819	54.621	2.613	54.249	18.314	18.443	20.463	20.343	19.638	18.314
2111.2	3	Y9_3	219.055	71.112	56.263	2.602	56.859	17.779	17.602	19.625	19.692	19.007	17.779
2111.3	3	Y9_3	220.940	73.597	57.679	2.594	59.937	17.343	16.711	18.797	19.157	18.473	17.343
2111.4	3	Y9_3	223.709	79.080	59.613	2.587	64.087	16.791	15.654	17.797	18.495	17.816	16.791
2111.5	0	Y9_3	227.208	85.819	62.867	2.582	69.871	15.944	14.377	16.490	17.482	16.842	15.944
2111.6	0	Y9_3	231.396	92.507	68.108	2.576	77.599	14.711	12.927	14.856	15.997	15.456	14.711
2111.7	0	Y9_3	236.249	99.190	74.324	2.570	86.264	13.492	11.639	13.347	14.527	14.098	13.492
2111.8	0	Y9_3	240.950	105.538	79.141	2.564	94.288	12.656	10.645	12.277	13.536	13.192	12.656
2111.9	0	Y9_3	244.816	111.459	81.230	2.554	101.163	12.314	9.907	11.701	13.179	12.885	12.314
2112.0	0	Y9_3	247.436	116.561	80.748	2.539	106.989	12.386	9.359	11.509	13.357	13.087	12.386
2112.1	0	Y9_3	248.626	119.882	79.287	2.521	112.233	12.614	8.915	11.437	13.715	13.472	12.614
2112.2	0	Y9_3	248.943	119.613	80.119	2.499	119.411	12.483	8.388	11.038	13.571	13.380	12.483
2112.3	0	Y9_3	249.540	117.178	83.935	2.478	129.919	11.935	7.730	10.343	12.916	12.777	11.935
2112.4	0	Y9_3	250.773	115.678	88.967	2.464	140.463	11.261	7.140	9.640	12.111	12.004	11.261
2112.5	0	Y9_3	252.460	116.681	93.205	2.461	146.125	10.736	6.850	9.170	11.445	11.350	10.736
2112.6	0	Y9_3	254.111	119.464	94.992	2.471	141.795	10.527	7.056	9.073	11.054	10.960	10.527
2112.7	0	Y9_3	254.561	121.348	93.084	2.492	125.351	10.747	8.048	9.481	11.037	10.947	10.747
2112.8	0	Y9_3	253.867	123.642	89.655	2.521	108.349	11.164	9.333	10.164	11.292	11.202	11.164
2112.9	0	Y9_3	252.466	126.582	86.039	2.550	95.743	11.634	10.511	10.958	11.748	11.638	11.634
2113.0	0	Y9_3	250.714	129.182	82.587	2.575	87.723	12.118	11.425	11.799	12.389	12.219	12.118
2113.1	0	Y9_3	248.910	129.979	79.181	2.594	82.812	12.635	12.083	12.663	13.225	12.926	12.635
2113.2	0	Y9_3	246.947	130.420	75.346	2.607	78.944	13.286	12.678	13.599	14.285	13.783	13.286
2113.3	0	Y9_3	244.643	129.438	71.559	2.617	75.442	13.995	13.269	14.506	15.351	14.651	13.995
2113.4	0	Y9_3	242.091	125.058	68.573	2.626	72.874	14.594	13.728	15.188	16.187	15.347	14.594
2113.5	0	Y9_3	239.621	116.755	66.854	2.635	71.854	14.960	13.918	15.507	16.659	15.757	14.960
2113.6	0	Y9_3	237.743	105.852	66.485	2.645	72.681	15.041	13.760	15.429	16.758	15.851	15.041
2113.7	0	Y9_3	237.567	96.993	67.439	2.652	75.037	14.830	13.333	14.989	16.435	15.599	14.830
2113.8	0	Y9_3	238.761	92.555	69.061	2.656	77.302	14.485	12.941	14.426	15.839	15.140	14.485
2113.9	0	Y9_3	240.626	92.266	70.629	2.653	78.730	14.162	12.703	13.935	15.225	14.678	14.162
2114.0	0	Y9_3	242.463	95.279	71.505	2.646	79.033	13.986	12.654	13.655	14.824	14.393	13.986
2117.8	7	CT	242.879	63.091	118.746	2.443	96.938	8.425	10.323	10.651	9.043	9.107	8.425
2117.9	7	CT	244.853	58.836	114.275	2.419	93.257	8.762	10.733	11.253	9.524	9.495	8.762
2118.0	7	CT	246.013	54.047	108.255	2.399	89.373	9.254	11.199	12.024	10.179	10.053	9.254
2118.1	7	CT	246.212	49.608	101.288	2.385	85.404	9.885	11.715	12.936	10.990	10.763	9.885
2118.2	7	CT	245.459	47.241	93.586	2.377	81.331	10.713	12.307	14.039	12.029	11.691	10.713
2118.3	7	CT	244.456	45.637	85.663	2.375	77.375	11.726	12.941	15.289	13.280	12.822	11.726
2118.4	7	CT	243.652	44.389	78.234	2.377	73.879	12.839	13.550	16.575	14.651	14.067	12.839
2118.5	7	CT	243.266	44.034	71.957	2.382	71.152	13.933	14.060	17.752	16.009	15.293	13.933
2118.6	7	CT	243.408	45.473	67.334	2.388	69.422	14.865	14.406	18.659	17.190	16.344	14.865
2118.7	7	CT	243.929	47.816	65.298	2.395	68.954	15.317	14.503	18.996	17.839	16.872	15.317
2118.8	7	CT	244.250	48.806	64.924	2.402	68.922	15.403	14.509	18.993	18.089	17.002	15.403
2118.9	7	CT	243.879	48.459	65.321	2.409	68.624	15.310	14.573	18.914	18.156	16.936	15.310
2119.0	7	CT	242.373	47.756	65.801	2.420	67.519	15.198	14.817	18.979	18.237	16.855	15.198
2119.1	7	CT	239.284	47.836	65.628	2.436	65.071	15.238	15.375	19.417	18.542	16.947	15.238
2119.2	7	CT	233.551	49.863	63.964	2.458	60.845	15.640	16.471	20.546	19.369	17.451	15.640
2119.3	7	CT	225.836	52.410	61.047	2.487	55.497	16.406	18.117	22.369	20.858	18.368	16.406
2119.4	7	CT	216.916	53.800	57.422	2.521	49.695	17.459	20.283	24.814	23.182	19.617	17.459
2119.5	7	CT	207.572	53.251	53.803	2.558	44.156	18.617	22.779	27.625	26.175	20.994	18.617
2119.6	7	CT	198.789	50.933	51.141	2.591	39.778	19.564	25.199	30.283	29.178	22.139	19.564
2119.7	7	CT	192.787	48.046	51.066	2.618	37.822	19.584	26.451	31.474	30.326	22.233	19.584
2119.8	7	CT	190.047	45.351	54.065	2.635	38.456	18.554	26.033	30.678	29.308	21.120	18.554
2119.9	7	CT	190.479	43.568	59.654	2.637	41.142	16.881	24.407	28.486	26.968	19.257	16.881
2120.0	7	CT	193.899	43.109	67.146	2.624	45.255	14.999	22.206	25.651	24.145	17.138	14.999
2120.1	7	CT	199.895	43.863	75.802	2.601	50.176	13.242	19.985	22.815	21.428	15.149	13.242
2120.2	7	CT	207.719	44.792	84.338	2.568	54.848	11.902	18.280	20.571	19.309	13.623	11.902
2120.3	7	CT	215.728	46.084	92.260	2.532	58.857	10.881	17.030	18.845	17.674	12.457	10.881
2120.4	7	CT	222.998	48.346	99.370	2.497	62.101	10.090	16.123	17.518	16.401	11.553	10.090
2120.5	7	CT	228.979	51.365	105.354	2.467	64.483	9.503	15.514	16.555	15.452	10.880	9.503
2120.6	7	CT	233.245	53.866	109.827	2.446	65.915	9.109	15.172	15.942	14.817	10.427	9.109
2120.7	7	CT	235.256	54.335	112.622	2.433	66.472	8.881	15.044	15.635	14.457	10.165	8.881
2120.8	7	CT	235.923	52.779	114.434	2.427	66.578	8.739	15.019	15.489	14.244	10.004	8.739
2120.9	7	CT	235.944	50.862	115.864	2.428	66.501	8.631	15.038	15.408	14.092	9.881	8.631
2121.0	7	CT	235.729	49.927	117.294	2.432	66.384	8.527	15.064	15.332	13.949	9.763	8.527
2121.1	7	CT	235.628	50.362	118.989	2.436	66.324	8.405	15.078	15.227	13.783	9.627	8.405
2121.2	7	CT	235.934	51.282	121.032	2.439	66.384	8.263	15.064	15.079	13.587	9.468	8.263
2121.3	7	CT	236.480	51.269	123.053	2.441	66.514	8.128	15.035	14.932	13.399	9.316	8.128
2121.4	7	CT	237.102	50.216	124.836	2.440	66.684	8.011	14.996	14.806	13.239	9.185	8.011
2121.5	7	CT	237.699	48.686	126.335	2.438	66.910	7.916	14.946	14.703	13.108	9.078	7.916
2121.6	7	CT	238.204	47.520	127.618	2.435	67.239	7.836	14.872	14.612	12.998	8.989	7.836
2121.7	7	CT	238.571	47.131	128.778	2.431	67.781	7.765	14.754	14.505	12.891	8.908	7.765
2121.8	7	CT	238.837	47.348	129.675	2.427	68.402	7.712	14.620	14.403	12.802	8.844	7.712
2121.9	7	CT	238.995	47.895	130.192	2.423	69.018	7.681	14.489	14.320	12.743	8.806	7.681
2122.0	7	CT	238.997	48.366	130.357	2.418	69.635	7.671	14.361	14.254	12.709	8.790	7.671
2122.1	7	CT	238.779	48.170	130.361	2.414	70.333	7.671	14.219	14.185	12.683	8.783	7.671
2122.2	7	CT	238.177	47.077	130.757	2.410	71.330	7.648	14.021	14.060	12.610	8.748	7.648
2122.3	7	CT	237.313	46.720	131.676	2.406	72.598	7.595	13.777	13.878	12.484	8.678	7.595
2122.4	7	CT	236.330	47.392	132.934	2.404	73.981	7.523	13.520	13.669	12.325	8.587	7.523
2122.5	7	CT	235.359	48.727	134.274	2.405	75.311	7.448	13.280	13.465	12.161	8.491	7.448
2122.6	7	CT	234.540	50.310	135.403	2.407	76.433	7.386	13.084	13.300	12.020	8.410	7.386
2122.7	7	CT	234.048	51.280	136.053	2.411	77.204	7.350	12.953	13.202	11.926	8.359	7.350
2122.8	7	CT	233.715	51.439	136.198	2.416	77.648	7.342	12.878	13.171	11.880	8.341	7.342
2122.9	7	CT	233.334	51.131	135.713	2.422	77.720	7.369	12.867	13.212	11.891	8.362	7.369
2123.0	7	CT	232.739	50.584	134.396	2.429	77.317	7.442	12.935	13.342	11.979	8.436	7.442
2123.1	7	CT	231.797	49.749	132.038	2.438	76.328	7.575	13.102	13.583	12.164	8.578	7.575
2123.2	7	CT	230.573	49.242	128.574	2.446	74.744	7.780	13.382	13.943	12.462	8.803	7.780
2123.3	7	CT	229.570	50.406	125.311	2.454	73.316	7.983	13.642	14.279	12.750	9.024	7.983
2123.4	7	CT	229.172	52.468	123.191	2.460	72.581	8.118	13.778	14.474	12.926	9.169	8.118
2123.5	7	CT	229.597	54.072	122.718	2.463	72.813	8.149	13.735	14.459	12.928	9.196	8.149
2123.6	7	CT	230.940	54.123	124.124	2.464	74.112	8.057	13.495	14.204	12.730	9.083	8.057
2123.7	7	CT	232.985	53.457	126.707	2.462	75.993	7.894	13.162	13.810	12.414	8.891	7.894
2123.8	7	CT	234.993	53.995	129.416	2.457	77.829	7.729	12.852	13.411	12.095	8.697	7.729
2123.9	7	CT	236.576	55.590	131.832	2.452	79.392	7.587	12.598	13.054	11.812	8.528	7.587
2124.0	7	CT	237.583	57.137	133.869	2.446	80.655	7.471	12.399	12.751	11.571	8.390	7.471
2124.1	7	CT	237.987	57.252	135.600	2.441	81.691	7.375	12.241	12.494	11.362	8.274	7.375
2124.2	7	CT	237.861	55.540	136.891	2.438	82.405	7.305	12.136	12.298	11.199	8.188	7.305
2124.3	7	CT	237.451	53.711	137.411	2.436	82.555	7.277	12.114	12.189	11.105	8.149	7.277
2124.4	7	CT	236.808	52.612	137.048	2.437	82.047	7.297	12.189	12.176	11.087	8.164	7.297
2124.5	7	CT	235.905	52.587	135.884	2.439	80.918	7.360	12.360	12.248	11.140	8.227	7.360
2124.6	7	CT	234.717	53.934	134.154	2.443	79.308	7.454	12.611	12.388	11.246	8.327	7.454
2124.7	7	CT	233.306	56.355	132.603	2.449	77.626	7.542	12.884	12.531	11.346	8.419	7.542
2124.8	7	CT	231.988	58.438	131.686	2.456	76.241	7.594	13.118	12.624	11.399	8.473	7.594
2124.9	7	CT	230.995	59.192	131.436	2.463	75.259	7.609	13.288	12.659	11.400	8.486	7.609
2125.0	7	CT	230.492	58.499	131.763	2.469	74.709	7.590	13.385	12.637	11.356	8.462	7.590
2125.1	7	CT	230.610	57.094	132.526	2.471	74.605	7.546	13.404	12.569	11.278	8.411	7.546
2125.2	7	CT	231.562	55.467	133.565	2.470	74.947	7.487	13.343	12.466	11.179	8.343	7.487
2125.3	7	CT	233.051	54.330	134.788	2.465	75.593	7.419	13.229	12.344	11.070	8.265	7.419
2125.4	7	CT	234.851	54.355	136.221	2.457	76.437	7.341	13.084	12.203	10.947	8.176	7.341
2125.5	7	CT	236.810	55.378	137.882	2.444	77.381	7.253	12.924	12.048	10.810	8.076	7.253
2125.6	7	CT	238.763	56.183	139.738	2.431	78.304	7.157	12.771	11.884	10.663	7.966	7.157
2125.7	7	CT	240.397	57.014	141.695	2.417	79.032	7.058	12.654	11.728	10.515	7.855	7.058
2125.8	7	CT	241.589	57.957	143.591	2.406	79.521	6.965	12.576	11.591	10.379	7.750	6.965
2125.9	7	CT	242.296	58.034	145.437	2.398	79.844	6.877	12.525	11.470	10.252	7.650	6.877
2126.0	7	CT	242.499	56.475	147.337	2.393	80.101	6.788	12.485	11.356	10.129	7.551	6.788
2126.1	7	CT	242.216	53.173	149.438	2.392	80.389	6.692	12.440	11.238	9.999	7.444	6.692
2126.2	7	CT	241.516	50.926	152.184	2.394	80.852	6.572	12.369	11.090	9.838	7.311	6.572
2126.3	7	CT	240.712	50.372	155.503	2.397	81.418	6.433	12.283	10.920	9.652	7.157	6.433
2126.4	7	CT	239.991	50.509	159.231	2.401	81.996	6.282	12.197	10.740	9.453	6.992	6.282
2126.5	7	CT	239.468	50.347	163.218	2.404	82.539	6.129	12.116	10.561	9.252	6.824	6.129
2126.6	7	CT	239.236	49.181	167.303	2.406	83.036	5.978	12.043	10.392	9.059	6.660	5.978
2126.7	7	CT	239.449	47.303	171.426	2.405	83.629	5.834	11.957	10.236	8.878	6.504	5.834
2126.8	7	CT	239.980	45.751	175.495	2.404	84.403	5.700	11.849	10.091	8.711	6.359	5.700
2126.9	7	CT	240.720	45.288	179.388	2.402	85.361	5.576	11.716	9.959	8.560	6.225	5.576
2127.0	7	CT	241.581	46.064	183.033	2.400	86.462	5.464	11.566	9.839	8.426	6.105	5.464
2127.1	7	CT	242.463	47.578	186.450	2.398	87.638	5.364	11.411	9.730	8.306	5.997	5.364
2127.2	7	CT	243.159	48.780	189.792	2.395	88.824	5.269	11.259	9.621	8.193	5.896	5.269
2127.3	7	CT	243.608	49.046	193.111	2.392	89.913	5.179	11.123	9.511	8.083	5.799	5.179
2127.4	7	CT	243.814	48.671	196.215	2.389	90.811	5.097	11.013	9.407	7.982	5.710	5.097
2127.5	7	CT	243.805	48.019	198.802	2.387	91.434	5.031	10.937	9.325	7.903	5.638	5.031
2127.6	7	CT	243.621	47.228	200.530	2.385	91.708	4.987	10.904	9.279	7.856	5.592	4.987
2127.7	7	CT	243.326	46.391	200.853	2.385	91.566	4.979	10.921	9.290	7.864	5.585	4.979
2127.8	7	CT	243.020	45.922	200.548	2.387	91.340	4.987	10.948	9.326	7.893	5.595	4.987
2127.9	7	CT	242.750	46.047	200.327	2.389	91.275	4.992	10.956	9.354	7.918	5.603	4.992
2128.0	7	CT	242.547	46.708	200.653	2.394	91.498	4.984	10.929	9.355	7.922	5.595	4.984
2128.1	7	CT	242.424	47.591	201.887	2.399	92.073	4.953	10.861	9.314	7.889	5.562	4.953
2128.2	7	CT	242.367	47.347	203.895	2.403	92.796	4.905	10.776	9.242	7.827	5.509	4.905
2128.3	7	CT	242.280	46.050	205.945	2.406	93.315	4.856	10.717	9.174	7.764	5.456	4.856
2128.4	7	CT	242.097	44.630	207.455	2.406	93.387	4.821	10.709	9.137	7.723	5.417	4.821
2128.5	7	CT	241.794	43.753	208.182	2.404	92.959	4.803	10.758	9.140	7.712	5.401	4.803
2128.6	7	CT	241.386	43.593	208.231	2.399	92.180	4.802	10.849	9.176	7.726	5.402	4.802
2128.7	7	CT	241.054	43.691	208.195	2.392	91.500	4.803	10.930	9.218	7.742	5.405	4.803
2128.8	7	CT	240.975	43.771	208.617	2.385	91.311	4.793	10.952	9.237	7.740	5.395	4.793
2128.9	7	CT	241.214	43.879	209.375	2.378	91.571	4.776	10.921	9.236	7.724	5.377	4.776
2129.0	7	CT	241.754	44.077	210.128	2.374	92.087	4.759	10.860	9.228	7.705	5.359	4.759
