No.	Well	Top	Bot	Code	AC 	CNL 	DEN 	GR 	PE 	RLLD 	SAC_XG_NEW 	POR 	SOG 	SH 	CAL 
882	20-9C1	3411.700	3414.200	7	228.9941	-9999.5000	2.5559	59.0347	2.3405	49.4688	-9999.5000	7.9119	48.8370	-9999.5000	21.7583
883	20-9C1	3414.200	3414.700	1	221.6660	-9999.5000	2.5670	58.8138	3.0042	87.0485	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6502
884	20-9C1	3423.200	3423.800	1	225.5721	-9999.5000	2.6721	91.9456	2.9220	68.8280	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6381
885	20-9C1	3433.100	3439.500	8	248.2422	-9999.5000	2.4582	43.8264	2.2583	47.3155	-9999.5000	11.2536	62.8380	-9999.5000	21.4721
886	20-9C1	3439.500	3440.000	1	210.6733	-9999.5000	2.6210	79.2215	2.4498	55.1485	-9999.5000	4.0207	25.4236	-9999.5000	21.9153
887	20-9C1	3440.600	3443.700	1	208.7144	-9999.5000	2.6415	64.7624	2.7938	60.1584	-9999.5000	4.5427	21.9034	-9999.5000	21.8286
888	20-9C1	3457.400	3460.100	1	214.7881	-9999.5000	2.6278	74.6652	2.8867	62.3955	-9999.5000	5.2749	35.2208	-9999.5000	21.3931
889	20-9C1	3464.000	3465.500	7	220.7685	-9999.5000	2.5741	56.3784	2.4495	66.9829	-9999.5000	6.6721	48.8898	-9999.5000	21.2999
890	20-9C1	3465.500	3468.900	8	227.4742	-9999.5000	2.5380	48.6891	2.3575	87.9660	-9999.5000	7.5434	61.3699	-9999.5000	21.3628
891	20-9C1	3471.300	3472.100	1	218.4419	-9999.5000	2.6203	84.1460	2.9197	37.2160	-9999.5000	0.1000	-9999.5000	-9999.5000	21.4983
892	20-9C1	3476.200	3481.700	8	236.6517	-9999.5000	2.5391	57.7007	2.3191	47.2450	-9999.5000	9.0515	55.2758	-9999.5000	21.5940
893	20-9C1	3482.400	3487.100	7	220.8084	-9999.5000	2.5639	54.7886	2.4041	97.2624	-9999.5000	6.6345	53.6894	-9999.5000	21.8496
894	20-9C1	3491.800	3498.500	1	231.6603	-9999.5000	2.5899	73.5669	2.5826	30.4858	-9999.5000	8.4873	40.8165	-9999.5000	22.0726
895	20-9C1	3506.200	3506.700	0	341.9195	-9999.5000	1.8707	101.9372	1.3337	255.5798	-9999.5000	0.1000	-9999.5000	-9999.5000	21.9185
896	20-9C1	3518.600	3524.700	7	235.5964	-9999.5000	2.5682	62.5029	2.5294	48.0245	-9999.5000	9.1641	56.1711	-9999.5000	21.5663
897	20-9C1	3524.700	3526.000	1	216.1171	-9999.5000	2.6582	74.8459	3.1495	47.8824	-9999.5000	5.4815	32.9514	-9999.5000	21.5775
898	20-9C1	3531.400	3532.800	0	368.2325	-9999.5000	1.7467	124.4049	0.9202	21172.3784	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5807
899	20-9C1	3540.100	3541.000	1	196.4940	-9999.5000	2.5725	62.4320	5.2567	1985.9564	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5665
900	20-9C1	3546.600	3547.100	0	344.2270	-9999.5000	1.7378	112.3633	2.0992	140.3153	-9999.5000	0.1000	-9999.5000	-9999.5000	22.6455
901	20-9C2	3429.500	3430.600	1	206.3154	-9999.5000	2.6087	69.3282	2.3975	134.9162	-9999.5000	4.2094	48.3770	-9999.5000	21.6255
902	20-9C2	3430.600	3431.300	0	210.5999	-9999.5000	2.6340	96.1440	2.3384	51.5625	-9999.5000	4.9294	29.2724	-9999.5000	21.7351
903	20-9C2	3431.300	3432.200	1	205.9551	-9999.5000	2.5887	56.4017	2.3130	183.2295	-9999.5000	4.1488	44.1630	-9999.5000	21.7383
904	20-9C2	3432.200	3435.100	7	239.1320	-9999.5000	2.5232	60.8349	2.3765	20.5904	-9999.5000	9.7248	41.0340	-9999.5000	21.8219
905	20-9C2	3435.100	3435.500	1	205.1416	-9999.5000	2.6292	82.1830	2.8542	55.2948	-9999.5000	4.0120	17.2340	-9999.5000	21.5876
906	20-9C2	3438.900	3441.500	1	233.6583	-9999.5000	2.5561	72.9216	2.3730	32.5589	-9999.5000	4.3875	15.1441	-9999.5000	21.5449
907	20-9C2	3441.500	3445.000	8	255.3165	-9999.5000	2.4384	49.7764	2.1512	54.6935	-9999.5000	7.0731	52.0440	-9999.5000	21.2181
908	20-9C2	3446.400	3446.900	1	209.0333	-9999.5000	2.6407	98.4782	2.4825	53.7348	-9999.5000	0.1000	-9999.5000	-9999.5000	21.3355
909	20-9C2	3447.800	3448.400	1	207.8156	-9999.5000	2.6573	84.5306	2.6267	49.8016	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5914
910	20-9C2	3449.900	3451.400	1	217.0210	-9999.5000	2.5846	74.4233	2.7736	28.9250	-9999.5000	6.0086	23.7425	-9999.5000	22.2415
911	20-9C2	3451.400	3453.100	0	217.7879	-9999.5000	2.6576	93.1917	3.0289	31.4329	-9999.5000	6.1374	28.5228	-9999.5000	22.1903
912	20-9C2	3453.100	3453.600	1	214.9162	-9999.5000	2.6430	81.5250	2.9752	33.9402	-9999.5000	5.6548	25.6283	-9999.5000	21.7960
913	20-9C2	3453.800	3454.300	1	214.5522	-9999.5000	2.6558	78.3000	2.6242	33.1592	-9999.5000	5.5935	23.9103	-9999.5000	21.6738
914	20-9C2	3454.300	3455.300	0	214.9265	-9999.5000	2.6281	87.7889	2.8095	33.0920	-9999.5000	5.6565	24.6673	-9999.5000	21.6193
915	20-9C2	3455.300	3456.800	1	209.2295	-9999.5000	2.6033	69.5481	2.8755	57.5323	-9999.5000	4.0528	22.6794	-9999.5000	21.5517
916	20-9C2	3466.400	3467.200	1	208.4941	-9999.5000	2.6219	84.1626	3.0498	136.3900	-9999.5000	1.5546	34.9864	-9999.5000	21.5990
917	20-9C2	3470.200	3470.700	1	202.6365	-9999.5000	2.6427	81.5322	2.8723	68.3047	-9999.5000	0.1000	-9999.5000	-9999.5000	22.1170
918	20-9C2	3472.900	3473.700	1	200.8924	-9999.5000	2.6447	74.5058	2.4852	80.4416	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7447
919	20-9C2	3474.500	3475.700	1	205.8481	-9999.5000	2.6288	72.2128	2.7765	64.1251	-9999.5000	4.1308	22.9412	-9999.5000	21.9417
920	20-9C2	3475.700	3476.400	0	213.2551	-9999.5000	2.6329	90.7512	2.8689	51.1309	-9999.5000	5.3757	35.7897	-9999.5000	21.8614
921	20-9C2	3476.400	3478.600	1	209.0748	-9999.5000	2.6048	58.1950	2.5275	72.3355	-9999.5000	4.4185	38.1862	-9999.5000	21.5052
922	20-9C2	3497.600	3498.100	1	209.5605	-9999.5000	2.6047	87.3062	2.6023	72.0787	-9999.5000	4.6173	27.5793	-9999.5000	22.2183
923	20-9C2	3498.100	3498.500	0	211.5970	-9999.5000	2.6084	89.4102	2.5268	59.3984	-9999.5000	5.0970	27.8686	-9999.5000	22.0762
924	20-9C2	3498.500	3498.900	1	210.1780	-9999.5000	2.6092	85.0574	2.5350	60.7826	-9999.5000	4.8584	25.2916	-9999.5000	21.9032
925	20-9C2	3498.900	3499.300	0	207.6166	-9999.5000	2.6082	86.2262	2.5040	63.7698	-9999.5000	4.4278	19.5536	-9999.5000	21.7226
926	20-9C2	3499.300	3499.800	1	203.4160	-9999.5000	2.6122	69.6318	2.3252	71.4777	-9999.5000	3.7222	9.8517	-9999.5000	21.7563
927	20-9C2	3499.800	3500.200	0	199.3376	-9999.5000	2.6028	91.2764	2.1986	189.4966	-9999.5000	3.0364	24.3022	-9999.5000	21.7260
928	20-9C2	3500.200	3500.800	1	202.9283	-9999.5000	2.5853	76.4879	2.4121	190.8074	-9999.5000	3.6400	35.1517	-9999.5000	21.6491
929	20-9C2	3500.800	3501.200	0	205.3690	-9999.5000	2.5870	82.0872	2.5084	122.1128	-9999.5000	4.0502	30.7012	-9999.5000	21.7442
930	20-9C2	3501.200	3502.300	1	205.1638	-9999.5000	2.6042	69.6812	2.3046	118.2604	-9999.5000	4.0157	28.6418	-9999.5000	21.6080
931	20-9C2	3502.300	3503.300	0	201.7796	-9999.5000	2.6280	78.5441	2.4639	122.9397	-9999.5000	3.4471	23.6645	-9999.5000	21.5805
932	20-9C2	3503.300	3505.400	7	216.4458	-9999.5000	2.5517	52.3385	2.1730	85.5962	-9999.5000	5.9119	47.4559	-9999.5000	21.6909
933	20-9C2	3505.400	3506.200	1	210.2949	-9999.5000	2.5957	65.4233	2.3081	85.2989	-9999.5000	4.8780	36.0997	-9999.5000	21.4292
934	20-9C2	3506.200	3507.600	7	212.8081	-9999.5000	2.5539	50.8463	2.3565	86.2024	-9999.5000	5.3006	40.1542	-9999.5000	21.4660
935	20-9C2	3507.600	3510.000	1	201.7126	-9999.5000	2.6373	73.8525	2.6370	125.3927	-9999.5000	3.1176	13.7234	-9999.5000	21.5833
936	20-9C2	3531.000	3531.900	10	382.6406	-9999.5000	2.1172	93.6639	1.7722	856.7345	-9999.5000	0.1000	-9999.5000	-9999.5000	27.0905
937	20-9C3	3430.100	3432.100	1	207.5130	-9999.5000	2.6576	71.3450	3.0504	52.6647	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3617
938	20-9C3	3432.100	3432.400	0	213.7875	-9999.5000	2.6675	82.1522	3.4190	39.9625	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3338
939	20-9C3	3432.400	3434.200	1	204.4755	-9999.5000	2.6787	66.7753	3.5466	59.8849	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3205
940	20-9C3	3439.300	3439.700	1	209.0226	-9999.5000	2.6708	84.0240	3.4870	55.8798	-9999.5000	0.1000	-9999.5000	-9999.5000	22.4300
941	20-9C3	3440.300	3440.800	1	214.6878	-9999.5000	2.6637	84.0945	3.1370	45.1283	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3727
942	20-9C3	3441.800	3444.100	1	203.6920	-9999.5000	2.6643	71.9254	2.9405	77.6130	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3448
943	20-9C3	3445.100	3451.400	1	213.2820	-9999.5000	2.6377	54.5037	2.5883	32.7264	-9999.5000	5.1923	7.9495	-9999.5000	22.4515
944	20-9C3	3452.600	3454.800	7	211.9556	-9999.5000	2.5547	54.2198	2.5118	36.4654	-9999.5000	4.8928	31.3130	-9999.5000	22.5160
945	20-9C3	3455.900	3456.400	1	217.9857	-9999.5000	2.5482	89.0350	2.4638	91.7103	-9999.5000	0.1000	-9999.5000	-9999.5000	22.2388
946	20-9C3	3456.800	3459.500	8	245.3002	-9999.5000	2.4800	43.9216	2.5668	35.1878	-9999.5000	10.3675	54.4273	-9999.5000	22.3790
947	20-9C3	3473.000	3473.500	1	209.6738	-9999.5000	2.6848	79.6030	3.9328	61.4937	-9999.5000	4.8075	24.4887	-9999.5000	22.3682
948	20-9C3	3473.500	3474.400	0	218.1296	-9999.5000	2.6992	87.6355	3.6124	45.4221	-9999.5000	6.2287	32.2335	-9999.5000	22.4449
949	20-9C3	3474.400	3477.800	1	212.8236	-9999.5000	2.7017	74.6751	3.2048	48.9732	-9999.5000	5.3368	23.8615	-9999.5000	22.4914
950	20-9C3	3477.800	3478.300	0	199.7383	-9999.5000	2.6630	85.6058	3.3963	115.7628	-9999.5000	3.1377	11.3865	-9999.5000	22.3235
951	20-9C3	3478.300	3478.700	1	207.7774	-9999.5000	2.6882	66.3708	3.4132	152.3426	-9999.5000	2.3022	31.0180	-9999.5000	22.2988
952	20-9C3	3479.500	3486.200	1	206.4773	-9999.5000	2.6468	58.6038	2.8235	54.3531	-9999.5000	4.2701	11.1476	-9999.5000	22.5280
953	20-9C3	3486.200	3489.200	7	222.0259	-9999.5000	2.5083	36.5941	2.2479	67.0522	-9999.5000	6.7288	44.0011	-9999.5000	22.6881
954	20-9C3	3503.400	3505.000	1	214.4629	-9999.5000	2.6539	76.7870	2.7531	73.4339	-9999.5000	4.2374	32.1556	-9999.5000	22.6787
955	20-9C3	3508.000	3510.200	7	220.6298	-9999.5000	2.5572	46.0356	2.4426	83.5954	-9999.5000	6.6486	51.3065	-9999.5000	22.5500
956	20-9C3	3510.200	3516.700	1	210.7132	-9999.5000	2.6194	51.8534	2.4917	90.5446	-9999.5000	4.9820	35.5490	-9999.5000	22.5810
957	20-9C3	3516.700	3519.200	8	227.4723	-9999.5000	2.4998	31.3381	2.2487	149.9082	-9999.5000	7.5218	69.4723	-9999.5000	22.3196
958	20-9C3	3520.000	3523.400	1	222.0140	-9999.5000	2.5993	62.0628	2.7303	46.7133	-9999.5000	6.3075	38.8319	-9999.5000	21.9363
959	20-9C3	3526.800	3528.600	1	211.7224	-9999.5000	2.6889	72.7449	2.8173	60.6881	-9999.5000	5.1517	17.8697	-9999.5000	22.4711
960	20-9C3	3528.600	3533.200	7	235.4266	-9999.5000	2.5563	40.0984	2.3386	79.4124	-9999.5000	8.9436	50.3500	-9999.5000	22.0237
961	20-9C3	3539.900	3540.700	1	213.7643	-9999.5000	2.6204	75.9629	3.0249	96.5566	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3713
962	20-9C3	3553.600	3554.500	1	199.0031	-9999.5000	2.6520	75.3134	2.9097	210.9894	-9999.5000	0.1000	-9999.5000	-9999.5000	22.2569
963	20-9C3	3562.200	3562.900	1	212.9784	-9999.5000	2.6067	78.6020	2.9835	175.4047	-9999.5000	0.1000	-9999.5000	-9999.5000	22.5179
964	20-9C3	3566.600	3567.000	1	204.0126	-9999.5000	2.6388	86.0982	3.5926	174.1788	-9999.5000	0.1000	-9999.5000	-9999.5000	22.4248
965	20-9C3	3567.900	3568.500	1	221.4999	-9999.5000	2.6727	79.4097	3.5777	224.9457	-9999.5000	0.1000	-9999.5000	-9999.5000	22.4227
966	20-9C4	3460.600	3461.800	1	210.5814	-9999.5000	2.5736	67.7468	2.7217	29.9835	-9999.5000	4.1433	17.2024	-9999.5000	22.0366
967	20-9C4	3463.900	3465.100	1	212.7802	-9999.5000	2.5885	72.5774	2.8636	35.8632	-9999.5000	4.6361	30.5501	-9999.5000	22.4961
968	20-9C4	3476.900	3478.900	1	207.8120	-9999.5000	2.6111	67.1356	3.0503	72.8958	-9999.5000	3.9936	36.7697	-9999.5000	22.0308
969	20-9C4	3481.000	3482.200	1	206.8923	-9999.5000	2.6348	82.6459	2.8921	81.2178	-9999.5000	3.4541	29.7363	-9999.5000	22.0483
970	20-9C4	3484.900	3486.000	1	222.9956	-9999.5000	2.5149	75.9891	2.8755	32.6629	-9999.5000	5.7871	39.4217	-9999.5000	22.2717
971	20-9C4	3487.400	3488.700	1	203.9008	-9999.5000	2.6259	80.5692	3.3076	86.1130	-9999.5000	3.2810	28.8808	-9999.5000	22.1760
972	20-9C4	3492.600	3493.500	1	211.2636	-9999.5000	2.6338	73.3466	2.9889	52.6089	-9999.5000	3.7280	32.8558	-9999.5000	22.1224
973	20-9C4	3542.500	3545.300	1	201.8809	-9999.5000	2.6254	70.4828	2.6496	87.7635	-9999.5000	3.4396	8.1742	-9999.5000	21.7856
974	20-9C4	3545.300	3545.600	0	203.2918	-9999.5000	2.6455	83.9400	2.9430	88.1197	-9999.5000	3.7013	4.2473	-9999.5000	21.8010
975	20-9C4	3545.600	3546.400	1	202.2946	-9999.5000	2.6328	80.5624	2.7239	96.5713	-9999.5000	3.5337	5.9457	-9999.5000	21.7830
976	20-9C4	3546.400	3547.300	0	209.3387	-9999.5000	2.5878	88.8309	2.6139	83.7450	-9999.5000	4.7175	21.4706	-9999.5000	21.7683
977	20-9C4	3547.300	3549.100	7	218.1658	-9999.5000	2.4931	46.8561	2.3661	219.9772	-9999.5000	5.5624	58.8914	-9999.5000	21.7435
978	20-9C4	3553.700	3554.100	1	201.2110	-9999.5000	2.6078	50.1416	2.9022	66.5444	-9999.5000	1.5032	-9999.5000	-9999.5000	21.9704
979	20-9C4	3554.100	3558.200	8	225.3367	-9999.5000	2.5453	49.5366	2.5921	51.7182	-9999.5000	7.4062	61.6729	-9999.5000	21.7494
980	20-9C4	3558.200	3560.000	1	206.4948	-9999.5000	2.6193	70.4658	2.5264	54.4151	-9999.5000	3.7123	34.2165	-9999.5000	21.7546
981	20-9C4	3561.900	3562.800	1	205.8564	-9999.5000	2.6452	82.7333	2.8766	58.9499	-9999.5000	0.1000	-9999.5000	-9999.5000	21.8574
982	20-9C4	3565.000	3566.300	1	201.8552	-9999.5000	2.6690	78.3094	3.4199	108.6417	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7809
983	20-9C4	3567.200	3567.500	1	202.7882	-9999.5000	2.6750	83.8268	3.4285	109.7283	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7053
984	20-9C4	3599.900	3601.100	1	209.9807	-9999.5000	2.6718	76.3720	3.2784	74.7147	-9999.5000	3.2563	28.3199	-9999.5000	21.7449
985	20-9C4	3601.100	3601.700	0	208.6584	-9999.5000	2.6714	89.1667	3.3853	65.1313	-9999.5000	4.6030	28.6254	-9999.5000	21.9249
986	20-9C4	3601.700	3602.100	1	207.3288	-9999.5000	2.6950	83.3862	3.0218	61.5874	-9999.5000	4.3794	23.0046	-9999.5000	21.9674
987	20-9C4	3607.700	3608.700	10	497.2195	-9999.5000	1.4221	73.3608	0.8726	14501.0892	-9999.5000	0.1000	-9999.5000	-9999.5000	41.4895
988	20-9C4	3631.700	3632.600	1	189.7070	-9999.5000	2.5705	26.9079	4.5974	188.4342	-9999.5000	0.1000	-9999.5000	-9999.5000	22.0108
989	20-9C4	3634.900	3635.900	10	326.9337	-9999.5000	1.7683	74.9646	2.2291	3941.0789	-9999.5000	0.1000	-9999.5000	-9999.5000	36.0128
990	20-9C4	3640.200	3641.100	10	421.0468	-9999.5000	1.5517	70.7428	1.2805	235.0084	-9999.5000	0.1000	-9999.5000	-9999.5000	27.4378
991	20-9C4	3645.100	3646.400	10	444.6087	-9999.5000	1.4396	75.1479	0.5364	19954.2747	-9999.5000	0.1000	-9999.5000	-9999.5000	33.2916
992	21-16	3420.000	3421.800	7	176.4985	12.1051	2.7789	21.7421	3.1433	33.4447	312.8791	8.2469	39.2985	-9999.5000	21.5720
993	21-16	3426.500	3427.300	0	216.5983	20.3247	2.5810	153.9533	2.8523	122.6593	363.2920	0.1000	-9999.5000	-9999.5000	23.3350
994	21-16	3428.500	3429.200	1	153.3716	5.1491	2.8344	46.3710	3.5925	719.5626	285.2261	0.1000	-9999.5000	-9999.5000	22.3695
995	21-16	3431.400	3432.900	1	152.1097	4.2584	2.8411	27.1927	3.2521	683.1906	277.1098	0.3657	-9999.5000	-9999.5000	22.4989
996	21-16	3435.900	3436.600	0	203.7387	14.3871	2.4393	135.2426	2.8195	95.2447	368.4775	0.2337	-9999.5000	-9999.5000	22.4123
997	21-16	3437.200	3438.700	1	162.8825	4.9934	2.8061	42.6679	3.8258	260.4277	299.9991	1.2246	30.6013	-9999.5000	22.0877
998	21-16	3441.600	3442.700	0	178.2018	9.3803	2.7972	120.5469	3.8882	138.8740	320.2892	0.1000	-9999.5000	-9999.5000	22.3683
999	21-20	3215.800	3220.000	1	225.8794	-9999.5000	2.5513	49.9128	2.1075	28.0073	-9999.5000	7.0355	30.0238	-9999.5000	24.4229
1000	21-20	3232.300	3233.100	1	199.5504	-9999.5000	2.6673	59.1504	3.1428	70.7086	-9999.5000	0.1000	-9999.5000	-9999.5000	23.0011
1001	21-20	3254.000	3255.100	1	206.2784	-9999.5000	2.6083	74.9362	2.3372	79.7625	-9999.5000	3.4472	28.7787	-9999.5000	23.1188
1002	21-20	3300.900	3301.300	1	214.8840	-9999.5000	2.6628	85.8188	2.7500	123.1110	-9999.5000	5.0656	48.0568	-9999.5000	22.6202
1003	21-20	3333.500	3334.600	1	224.0124	-9999.5000	2.6438	74.6350	2.9045	32.9046	-9999.5000	7.2261	33.9542	-9999.5000	21.9501
1004	21-20	3334.600	3335.400	0	219.4751	-9999.5000	2.6488	88.0658	2.7499	36.3393	-9999.5000	6.2751	26.4486	-9999.5000	21.9530
1005	21-20	3335.400	3336.200	1	222.8266	-9999.5000	2.6452	71.7057	2.8956	37.6346	-9999.5000	7.4541	35.8798	-9999.5000	21.9807
1006	21-20	3336.200	3338.000	7	232.0990	-9999.5000	2.5849	77.8715	2.5398	46.4562	-9999.5000	7.3791	47.8797	-9999.5000	21.9059
1007	21-20	3339.300	3339.900	1	225.1047	-9999.5000	2.6304	84.5111	2.2203	29.5953	-9999.5000	0.1000	-9999.5000	-9999.5000	21.9553
1008	21-20	3341.000	3344.700	8	235.9891	-9999.5000	2.5544	70.0116	1.9819	44.8162	-9999.5000	8.9425	55.2538	-9999.5000	21.8664
1009	21-20	3347.600	3350.400	7	238.9215	-9999.5000	2.5601	63.9265	2.1276	46.2435	-9999.5000	9.4723	58.1735	-9999.5000	21.9628
1010	21-20	3356.100	3358.700	7	258.8696	-9999.5000	2.4983	85.7135	3.0596	483.3004	-9999.5000	12.3432	88.1780	-9999.5000	22.3781
1011	21-20	3371.700	3373.300	10	260.7084	-9999.5000	1.9711	70.7892	3.3961	25700.8086	-9999.5000	0.1000	-9999.5000	-9999.5000	24.0685
1012	21-20	3382.800	3383.900	10	391.6988	-9999.5000	1.3350	45.0279	1.7941	15955.2527	-9999.5000	0.1000	-9999.5000	-9999.5000	23.5812
1013	22-13	3435.300	3436.000	0	242.0169	17.0840	2.5999	183.3651	3.0854	38.5875	367.9751	0.1000	-9999.5000	-9999.5000	23.4954
1014	22-13	3438.600	3441.800	1	154.1258	7.2909	2.8709	38.6546	3.6094	94.6390	297.7035	0.1485	-9999.5000	-9999.5000	22.5098
1015	22-13	3443.900	3444.900	0	210.5858	12.9885	2.7027	118.9095	3.9114	82.0344	340.5580	0.1767	-9999.5000	-9999.5000	22.5115
1016	22-13	3445.600	3446.400	1	166.1816	9.3039	2.8119	25.2431	3.3733	204.7008	294.6249	1.9548	-9999.5000	-9999.5000	22.4056
1017	22-13	3472.400	3477.200	8	187.9399	11.1771	2.6893	26.2663	3.2870	61.9911	318.5455	10.2794	65.1810	-9999.5000	22.1406
1018	22-13	3494.100	3495.600	8	170.9306	7.4847	2.7751	26.2647	3.1977	453.1422	296.6907	6.2292	74.0804	-9999.5000	22.4659
1019	22-14	3223.501	3228.801	8	233.1476	-9999.5000	2.4765	33.7506	2.2720	65.4465	-9999.5000	7.9870	56.9023	-9999.5000	21.2768
1020	22-14	3229.901	3231.601	1	247.8164	-9999.5000	2.5107	63.4627	2.4287	23.6088	-9999.5000	10.2918	40.4629	-9999.5000	21.7020
1021	22-14	3232.501	3232.801	1	216.5378	-9999.5000	2.5455	84.8528	2.6143	32.0890	-9999.5000	0.1000	-9999.5000	-9999.5000	21.8725
1022	22-14	3239.001	3239.601	1	222.2927	-9999.5000	2.5621	78.3847	2.8611	42.6327	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5666
1023	22-14	3241.001	3241.501	1	205.6682	-9999.5000	2.6485	83.0652	3.1550	99.8788	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7628
1024	22-14	3247.801	3248.601	1	207.5186	-9999.5000	2.6656	71.1121	3.7678	74.0994	-9999.5000	0.1000	-9999.5000	-9999.5000	21.8253
1025	22-14	3249.401	3249.901	1	203.2680	-9999.5000	2.6690	80.8182	3.4033	56.0367	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6265
1026	22-14	3250.801	3252.201	1	226.7568	-9999.5000	2.5805	63.6591	2.7492	29.9225	-9999.5000	7.6449	36.6337	-9999.5000	22.1472
1027	22-14	3252.201	3254.601	8	249.0553	-9999.5000	2.4855	54.7534	2.7560	25.7033	-9999.5000	11.3924	55.0888	-9999.5000	22.4025
1028	22-14	3254.601	3256.001	1	222.6155	-9999.5000	2.5886	71.6891	2.8231	46.5171	-9999.5000	6.0973	42.4992	-9999.5000	22.0629
1029	22-14	3262.901	3268.501	1	212.1817	-9999.5000	2.6097	65.3764	2.8478	44.4738	-9999.5000	5.1952	24.1229	-9999.5000	21.7550
1030	22-14	3268.501	3270.901	7	227.9510	-9999.5000	2.5483	48.8403	2.4439	63.4533	-9999.5000	7.5626	57.9264	-9999.5000	22.3982
1031	22-14	3299.401	3300.201	1	200.9090	-9999.5000	2.6459	79.3138	2.6286	81.4009	-9999.5000	0.1000	-9999.5000	-9999.5000	21.4681
1032	22-14	3307.001	3309.401	1	202.6780	-9999.5000	2.6417	60.1940	3.0709	99.1068	-9999.5000	0.7332	51.2947	-9999.5000	21.7277
1033	22-14	3309.401	3310.901	7	226.2454	-9999.5000	2.5696	36.1692	2.2807	147.0574	-9999.5000	7.5588	70.8082	-9999.5000	21.4311
1034	22-14	3310.901	3312.201	1	215.4214	-9999.5000	2.6484	57.6683	2.2929	78.8001	-9999.5000	1.8420	41.7094	-9999.5000	21.6449
1035	22-14	3312.201	3315.601	8	219.0780	-9999.5000	2.5478	39.7448	2.2556	120.8083	-9999.5000	6.3021	61.5710	-9999.5000	21.6518
1036	22-14	3317.801	3318.901	1	204.6104	-9999.5000	2.6476	74.3287	2.7046	62.2035	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5106
1037	22-14	3319.601	3320.301	1	218.7241	-9999.5000	2.6039	53.4878	2.5425	53.7841	-9999.5000	6.2949	43.5719	-9999.5000	21.3373
1038	22-14	3320.301	3322.201	7	231.5059	-9999.5000	2.5555	52.4828	2.6424	99.9246	-9999.5000	8.4064	64.3667	-9999.5000	21.9050
1039	22-14	3323.301	3323.701	1	207.3222	-9999.5000	2.6540	82.8318	3.0622	51.8614	-9999.5000	0.1000	-9999.5000	-9999.5000	21.3340
1040	22-14	3352.101	3353.501	7	240.0013	-9999.5000	2.5517	75.0095	2.3779	36.1775	-9999.5000	9.8709	56.4739	-9999.5000	21.6564
1041	22-14	3353.701	3355.401	1	229.4691	-9999.5000	2.5815	79.1904	2.4221	36.4068	-9999.5000	8.1007	47.6616	-9999.5000	21.2801
1042	22-14	3355.401	3355.801	0	227.7110	-9999.5000	2.5920	86.1282	2.4384	34.9974	-9999.5000	7.8050	44.6604	-9999.5000	21.2790
1043	22-14	3355.801	3357.101	1	232.1556	-9999.5000	2.6104	82.5404	2.6286	41.2476	-9999.5000	8.5521	53.0395	-9999.5000	21.3517
1044	22-14	3357.101	3357.601	0	223.8877	-9999.5000	2.6495	89.9682	2.6458	45.6928	-9999.5000	7.1627	47.1998	-9999.5000	21.2558
1045	22-14	3357.601	3358.001	1	221.3198	-9999.5000	2.6496	84.3232	2.3544	45.0138	-9999.5000	6.7310	43.4424	-9999.5000	21.3166
1046	23-20	3400.300	3401.800	1	145.9933	6.0750	2.8600	36.5468	3.8188	2152.0608	277.7705	0.1000	-9999.5000	-9999.5000	21.2119
1047	23-20	3402.800	3405.400	1	152.1779	8.2818	2.8627	49.1422	3.8542	482.8608	290.7968	0.1000	-9999.5000	-9999.5000	21.4640
1048	23-20	3407.100	3409.400	1	152.4308	7.9528	2.8534	39.8948	3.6975	374.3776	289.7942	0.3891	-9999.5000	-9999.5000	21.6004
1049	23-20	3411.100	3412.400	7	163.8643	11.7274	2.7601	34.8658	3.6074	144.9369	302.7701	4.1029	53.3664	-9999.5000	21.7456
1050	23-20	3414.100	3415.400	7	164.5776	11.3187	2.8000	39.5056	3.6449	67.1264	304.7705	4.0736	43.8606	-9999.5000	21.4769
1051	23-20	3416.600	3417.300	0	231.7525	17.8295	2.4278	122.0262	3.2825	107.4550	390.1895	0.1000	-9999.5000	-9999.5000	22.5650
1052	23-20	3420.400	3421.100	0	231.5180	22.6337	2.2165	113.9352	3.1871	337.6956	460.5235	0.1000	-9999.5000	-9999.5000	23.5256
1053	23-20	3425.800	3428.200	1	154.5872	7.9710	2.8157	40.3499	3.6031	519.3444	291.7800	0.9387	33.3222	-9999.5000	22.2485
