No.	Well	Top	Bot	Code	AC 	CNL 	DEN 	GR 	PE 	RLLD 	SAC_XG_NEW 	POR 	SOG 	SH 	CAL 
181	20-3	3481.500	3482.900	1	225.4488	8.6817	2.5631	54.5730	2.7769	167.8516	-9999.5000	3.8265	54.8268	-9999.5000	22.5452
182	20-3	3483.700	3484.200	0	381.1567	30.5948	1.7817	132.3735	1.0218	3641.7623	-9999.5000	0.1000	-9999.5000	-9999.5000	22.9112
183	20-3	3484.200	3485.100	10	385.8587	43.7668	1.7199	88.5769	1.6261	3750.6123	-9999.5000	0.1000	-9999.5000	-9999.5000	24.8797
184	20-3	3486.700	3487.700	10	417.6545	47.3759	1.5621	101.2941	1.0342	33409.2238	-9999.5000	0.1000	-9999.5000	-9999.5000	23.1625
185	20-3	3492.500	3495.100	7	202.1800	5.2002	2.5650	25.7700	2.2505	138.5796	-9999.5000	4.7079	49.7099	-9999.5000	22.0024
186	20-3	3504.300	3504.800	0	346.5205	40.0652	1.8427	146.2613	1.1782	14361.1243	-9999.5000	0.1000	-9999.5000	-9999.5000	23.5677
187	20-3	3519.300	3519.700	0	378.4758	53.5170	1.5472	114.8566	1.1904	11942.9086	-9999.5000	0.1000	-9999.5000	-9999.5000	23.3514
188	20-3	3521.000	3521.900	0	362.3295	53.3680	1.8100	134.3767	0.9303	381.2907	-9999.5000	0.1000	-9999.5000	-9999.5000	23.1670
189	20-3	3522.200	3522.900	10	447.9279	55.7870	1.4605	56.3836	0.9038	29058.9079	-9999.5000	0.1000	-9999.5000	-9999.5000	23.6396
190	20-3	3524.100	3525.100	10	380.8998	53.9873	1.6701	61.3441	1.1877	4651.2204	-9999.5000	0.1000	-9999.5000	-9999.5000	24.1925
191	16-4	3475.800	3476.300	0	224.9505	23.8512	2.5590	111.6245	3.1945	85.4443	370.8537	0.1000	-9999.5000	-9999.5000	24.3350
192	16-4	3477.500	3477.800	0	173.0740	15.3577	2.8383	107.2398	3.4097	123.9115	311.0248	0.1000	-9999.5000	-9999.5000	22.5025
193	16-4	3479.700	3480.300	0	218.4467	22.7149	2.5683	129.3877	2.6061	115.4557	373.3704	0.1000	-9999.5000	-9999.5000	23.9794
194	16-4	3480.700	3482.000	1	152.6841	8.9561	2.8308	23.8343	3.2464	979.6517	280.9474	0.7794	35.9682	-9999.5000	23.1329
195	16-4	3483.400	3484.500	1	154.3249	10.8420	2.8138	17.9939	3.3201	191.4564	287.7867	1.3871	-9999.5000	-9999.5000	22.9258
196	16-4	3488.400	3489.000	0	187.6184	18.7589	2.5227	89.9569	3.0561	110.8426	378.1417	0.1000	-9999.5000	-9999.5000	23.4563
197	16-4	3491.500	3492.300	1	163.4224	9.7987	2.8188	20.8066	3.5142	198.2111	290.6292	1.7818	5.1652	-9999.5000	22.0639
198	16-4	3494.100	3495.100	1	158.7067	12.0254	2.8606	44.9947	3.0395	377.5753	292.6205	0.1000	-9999.5000	-9999.5000	22.5228
199	16-4	3506.800	3508.400	1	157.5976	9.9784	2.8229	47.5978	3.3624	798.5916	290.0028	0.1000	-9999.5000	-9999.5000	22.3212
200	16-4	3509.100	3509.700	0	176.2080	15.9989	2.8153	100.5303	3.2811	164.0880	311.5520	0.1000	-9999.5000	-9999.5000	22.2410
201	16-4	3516.200	3519.800	8	177.7773	14.5192	2.6568	24.3708	3.1351	27.4273	343.6799	9.0484	45.5885	-9999.5000	21.5394
202	16-4	3528.400	3529.300	0	208.3355	17.5615	2.4148	115.6699	2.8417	162.2353	382.1082	0.1000	-9999.5000	-9999.5000	23.5838
203	21-5	3289.150	3290.250	1	202.4683	11.8375	2.6280	88.4874	3.0783	190.7951	-9999.5000	2.7818	21.4036	-9999.5000	21.5073
204	21-5	3305.950	3308.850	7	219.6418	9.4666	2.5775	52.8413	2.3050	87.9635	-9999.5000	6.4826	53.2126	-9999.5000	20.9842
205	21-5	3308.850	3309.250	0	219.9874	13.6522	2.6184	93.9692	2.4260	25.6814	-9999.5000	6.5408	19.7852	-9999.5000	21.6080
206	21-5	3309.250	3310.050	1	214.1353	13.9991	2.6420	70.4134	2.5436	26.7892	-9999.5000	5.5572	10.8193	-9999.5000	21.5441
207	21-5	3310.050	3310.550	0	212.9308	13.6712	2.6498	94.2598	2.5248	29.5682	-9999.5000	5.3547	11.8720	-9999.5000	21.4677
208	21-5	3310.550	3311.550	1	209.2964	12.8306	2.6515	68.8888	2.4738	35.6897	-9999.5000	4.7439	9.9260	-9999.5000	21.2906
209	21-5	3311.550	3311.850	0	213.3815	15.1890	2.6400	95.0635	2.5108	35.7858	-9999.5000	5.4307	20.5333	-9999.5000	21.0430
210	21-5	3311.850	3314.050	7	230.3150	14.5629	2.5955	61.3332	2.6746	41.7834	-9999.5000	7.8679	49.4022	-9999.5000	21.2565
211	21-5	3329.750	3331.350	7	208.3684	12.8252	2.6119	71.8938	3.3061	78.2366	-9999.5000	4.5879	35.6075	-9999.5000	21.1813
212	21-5	3331.350	3332.050	0	219.0965	14.0846	2.5936	100.9190	2.5441	46.2476	-9999.5000	6.3910	40.2536	-9999.5000	21.2470
213	21-5	3332.050	3334.250	7	215.6335	9.2900	2.5625	54.9282	2.4110	81.6157	-9999.5000	5.8090	47.8637	-9999.5000	21.2127
214	21-5	3334.250	3334.950	0	208.0464	14.5871	2.6389	97.3264	2.7224	55.1495	-9999.5000	4.5339	18.9361	-9999.5000	21.1001
215	21-5	3334.950	3336.950	1	210.6237	11.9029	2.6079	70.8228	2.8535	43.5841	-9999.5000	4.9671	21.1987	-9999.5000	21.1337
216	21-5	3336.950	3337.250	0	222.5972	15.6100	2.5805	91.2433	2.7915	43.1835	-9999.5000	6.9792	44.2745	-9999.5000	21.1410
217	21-5	3337.250	3339.450	7	221.8652	9.4960	2.5638	56.8417	2.3521	42.9177	-9999.5000	6.8563	42.4983	-9999.5000	21.1326
218	21-5	3339.450	3340.450	1	204.8501	8.5183	2.5645	49.3675	2.3645	112.3965	-9999.5000	3.9968	35.0654	-9999.5000	21.1300
219	21-5	3340.450	3340.750	0	212.9543	13.8750	2.5753	85.8185	2.6027	38.2845	-9999.5000	5.3587	22.4772	-9999.5000	21.1300
220	21-5	3340.750	3341.050	1	210.5535	13.1143	2.5933	80.9275	2.8758	37.2133	-9999.5000	4.9552	15.6158	-9999.5000	21.1348
221	21-5	3341.050	3341.550	0	210.0802	13.2947	2.6262	86.3393	2.8240	38.5103	-9999.5000	4.8757	15.7097	-9999.5000	21.1365
222	21-5	3341.550	3342.150	1	209.7907	14.6581	2.6270	84.0864	2.7851	39.7207	-9999.5000	4.8269	16.1034	-9999.5000	21.1110
223	21-5	3342.150	3342.550	0	209.3878	16.1380	2.6314	87.1166	2.9816	43.1416	-9999.5000	4.7592	18.3608	-9999.5000	21.0342
224	21-5	3342.550	3343.450	1	207.5617	16.5845	2.6504	85.7461	2.9066	48.2359	-9999.5000	3.5723	10.7214	-9999.5000	21.0269
225	21-5	3353.150	3353.650	1	205.4543	19.6360	2.7065	64.3118	4.2845	119.1762	-9999.5000	0.1000	-9999.5000	-9999.5000	21.3152
226	21-5	3379.850	3380.350	1	220.6590	13.3050	2.6030	76.5928	2.9185	35.3910	-9999.5000	6.6537	40.6535	-9999.5000	20.8193
227	21-5	3380.350	3381.750	0	220.3269	14.1116	2.6145	106.0563	3.1289	39.4427	-9999.5000	6.5977	43.0611	-9999.5000	20.7577
228	21-5	3381.750	3389.850	1	216.8531	10.7066	2.6117	76.9398	2.5654	41.1467	-9999.5000	6.0140	37.8417	-9999.5000	21.2111
229	21-5	3389.850	3399.350	8	230.4497	9.9800	2.5309	52.4692	2.2108	76.2327	-9999.5000	8.2991	64.2135	-9999.5000	21.1606
230	21-5	3416.450	3419.150	7	211.2686	10.5450	2.5753	77.5425	2.3094	125.7402	-9999.5000	5.0154	51.6607	-9999.5000	21.2414
231	21-5	3457.650	3462.050	1	218.7606	12.6312	2.5393	71.2550	2.9041	193.8086	-9999.5000	0.1000	-9999.5000	-9999.5000	21.1365
232	21-5	3462.050	3465.750	4	222.8027	18.5493	2.6619	60.3346	3.4438	61.8614	-9999.5000	-9999.5000	-9999.5000	-9999.5000	21.1527
233	25-6	3465.000	3465.700	0	269.3231	18.4567	2.4830	111.4274	2.8839	96.8388	428.4971	0.1494	-9999.5000	-9999.5000	23.1275
234	25-6	3468.100	3469.800	7	160.8243	8.4557	2.7651	16.8829	3.3993	87.3397	292.2691	4.0905	41.2744	-9999.5000	22.4051
235	25-6	3472.300	3473.300	0	198.1307	11.5972	2.7075	90.7775	3.1096	118.6975	339.8167	0.1000	-9999.5000	-9999.5000	22.5785
236	25-6	3474.600	3476.400	1	162.2754	8.6381	2.7777	24.0879	3.6237	131.3836	294.1378	1.7862	-9999.5000	-9999.5000	22.3855
237	25-6	3503.600	3505.500	8	178.6620	8.8538	2.6614	21.5235	3.4632	39.7533	314.2784	8.9449	46.8007	-9999.5000	22.4166
238	25-6	3515.700	3517.200	0	202.0377	13.3599	2.5744	127.2936	3.2706	98.0682	359.4061	0.1000	-9999.5000	-9999.5000	23.8856
239	26-6	3486.600	3487.200	0	217.5516	14.5790	2.5991	159.5624	3.6916	32.5031	357.8816	0.1000	-9999.5000	-9999.5000	23.0497
240	26-6	3493.600	3495.200	7	161.4126	8.7954	2.7863	21.4565	3.2333	142.6725	292.9287	2.8411	36.8945	-9999.5000	21.9138
241	26-6	3506.200	3507.400	0	189.7461	11.6365	2.7930	111.9142	3.4637	85.7748	326.0328	0.1000	-9999.5000	-9999.5000	22.1149
242	26-6	3514.600	3516.100	1	169.5157	6.7439	2.8033	50.0709	4.0410	299.8131	311.2279	0.1000	-9999.5000	-9999.5000	22.0210
243	26-6	3517.400	3519.400	1	167.9963	7.6135	2.8302	50.1586	3.5488	186.7972	305.4335	0.1000	-9999.5000	-9999.5000	22.0326
244	26-6	3523.800	3524.500	0	187.8173	12.1203	2.7938	95.9072	3.5419	51.1099	328.7299	0.1000	-9999.5000	-9999.5000	21.3063
245	26-6	3527.500	3532.000	3	169.9074	13.0565	2.7056	17.2330	3.0898	32.0431	329.5718	6.9418	50.5422	-9999.5000	21.4611
246	26-6	3539.600	3540.900	0	204.8179	14.6728	2.6486	139.8355	2.6764	65.6837	347.5666	0.1000	-9999.5000	-9999.5000	22.8866
247	26-6	3545.300	3549.300	7	167.8477	6.6207	2.8048	31.7319	3.2679	522.2084	295.6207	4.6566	70.4528	-9999.5000	22.1785
248	27-6	3282.300	3283.300	1	222.3260	13.1348	2.6002	39.6855	2.4791	22.8123	-9999.5000	5.9278	18.2460	-9999.5000	22.4511
249	27-6	3283.300	3286.400	7	234.6130	15.7561	2.4994	36.5414	2.1402	22.8915	-9999.5000	8.8728	39.1128	-9999.5000	22.2197
250	27-6	3291.800	3292.100	1	216.8287	24.9143	2.6805	85.0992	3.7908	22.9130	-9999.5000	6.0098	10.9552	-9999.5000	22.1530
251	27-6	3292.100	3293.100	0	207.2545	21.6306	2.6755	89.0481	3.0414	61.3374	-9999.5000	4.4007	22.0105	-9999.5000	22.0496
252	27-6	3293.100	3293.600	1	203.3907	18.2118	2.6608	82.8678	2.7557	89.0820	-9999.5000	3.7515	27.9185	-9999.5000	22.0230
253	27-6	3293.800	3298.400	1	203.2925	16.6079	2.6426	75.5023	2.5799	74.1562	-9999.5000	3.7349	19.4770	-9999.5000	22.0441
254	27-6	3298.400	3299.900	0	209.1701	18.4327	2.6571	89.7088	2.7976	47.1124	-9999.5000	4.7228	21.1904	-9999.5000	22.0403
255	27-6	3299.900	3300.500	1	203.2019	16.0216	2.6533	82.4823	2.6213	61.8946	-9999.5000	3.7196	12.0861	-9999.5000	22.0341
256	27-6	3304.300	3306.400	7	218.2023	15.5975	2.6098	60.8591	2.9277	41.0968	-9999.5000	6.2408	36.4329	-9999.5000	22.0840
257	27-6	3306.400	3307.200	1	206.1800	13.5970	2.6380	80.4250	2.7570	74.6494	-9999.5000	3.0881	34.0827	-9999.5000	22.0738
258	27-6	3310.400	3312.900	1	205.0733	14.6861	2.6602	58.6648	3.2003	69.2115	-9999.5000	3.5690	19.7599	-9999.5000	22.0980
259	27-6	3356.400	3357.600	1	203.5655	12.9312	2.6450	63.1011	3.0665	183.7007	-9999.5000	3.1850	52.4741	-9999.5000	21.9964
260	27-6	3361.300	3366.600	1	209.6521	10.9142	2.6491	66.2866	2.6955	66.3116	-9999.5000	4.8037	36.5449	-9999.5000	21.9474
261	27-6	3366.600	3372.200	8	219.5772	8.6412	2.5642	45.6489	2.0473	217.8038	-9999.5000	6.4395	69.6120	-9999.5000	22.2284
262	27-6	3377.000	3379.100	8	227.1079	9.7672	2.5408	53.9895	2.2922	68.4393	-9999.5000	7.3832	63.7826	-9999.5000	22.1632
263	27-6	3403.700	3405.400	1	202.4943	12.7434	2.6781	70.5299	3.5538	177.7104	-9999.5000	3.2871	48.2412	-9999.5000	21.8833
264	27-6	3410.700	3412.300	11	372.1028	43.9264	1.6745	107.4768	0.6352	2841.8076	-9999.5000	0.1000	-9999.5000	-9999.5000	22.1162
265	27-6	3417.300	3422.600	7	239.1953	12.1038	2.5555	55.4366	2.2463	23.0550	-9999.5000	9.6145	49.5188	-9999.5000	21.8728
266	27-6	3426.800	3427.500	10	373.4760	45.7408	1.7731	93.7129	0.5286	1920.8695	-9999.5000	0.1000	-9999.5000	-9999.5000	22.3035
267	27-6	3430.000	3432.100	11	296.1315	39.8974	2.0642	155.5961	1.2936	378.6265	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7628
268	27-6	3448.800	3449.700	1	196.0622	9.0221	2.6993	69.9837	3.9705	385.1451	-9999.5000	1.6892	29.1730	-9999.5000	21.6906
269	27-6	3455.800	3457.000	10	185.2954	4.5390	2.6072	41.4754	4.6222	4335.7605	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7274
270	26-7	3463.115	3464.515	0	193.6383	17.4189	2.6981	124.7649	3.2488	128.1951	330.0940	0.3445	-9999.5000	-9999.5000	22.1865
271	26-7	3466.615	3468.315	7	174.1217	13.1789	2.6487	18.7191	3.3438	70.6952	319.7748	5.7418	48.6041	-9999.5000	21.8663
272	26-7	3471.315	3473.315	0	181.0126	14.5893	2.7087	90.7001	3.6391	147.9039	324.8349	0.1000	-9999.5000	-9999.5000	22.1167
273	26-7	3474.415	3475.515	1	156.0333	7.5720	2.7889	23.6115	3.8355	306.7409	289.6665	0.2513	-9999.5000	-9999.5000	21.7330
274	26-7	3477.215	3478.015	1	153.5558	8.4998	2.7934	37.4343	4.1483	524.2470	296.3089	0.1000	-9999.5000	-9999.5000	21.8259
275	26-7	3479.415	3480.615	0	173.1682	11.2048	2.7849	85.7908	4.1601	175.8673	316.6220	0.1000	-9999.5000	-9999.5000	21.7889
276	26-7	3491.115	3492.815	1	160.6959	12.0712	2.7876	61.4526	3.8268	285.6693	306.6383	0.1000	-9999.5000	-9999.5000	21.8556
277	26-7	3500.115	3504.315	4	169.9381	16.9837	2.6159	14.0795	3.1512	38.9710	353.6765	6.7890	35.9877	-9999.5000	21.8029
278	26-7	3506.915	3508.515	1	161.0104	11.8818	2.7892	44.7863	3.7153	337.2729	301.2740	0.6376	-9999.5000	-9999.5000	21.8976
279	26-7	3511.615	3513.315	0	194.0472	15.7244	2.6884	115.9667	3.7416	122.5941	335.2284	0.1000	-9999.5000	-9999.5000	21.7950
280	26-7	3517.215	3518.615	3	156.8493	11.7143	2.7050	34.4570	3.5543	294.3209	303.1499	0.5892	-9999.5000	-9999.5000	21.7618
281	26-7	3520.915	3522.815	1	153.5981	8.5741	2.7641	26.6615	3.7848	967.2893	291.1986	0.4277	-9999.5000	-9999.5000	21.8767
282	20-8	3549.000	3550.300	1	161.1012	9.1133	2.7792	28.0633	3.0591	217.8239	295.1130	2.1656	5.9387	-9999.5000	21.4959
283	20-8	3555.000	3555.600	0	171.2111	12.2143	2.8069	104.2857	3.2016	80.1693	316.8711	0.1000	-9999.5000	-9999.5000	21.7536
284	20-8	3568.600	3569.300	0	181.3545	12.1294	2.8167	108.0712	3.7282	70.7245	321.5476	0.1000	-9999.5000	-9999.5000	21.6370
285	20-8	3576.600	3580.500	3	170.7899	9.8077	2.7144	32.2458	3.4143	53.1281	318.7151	5.7313	23.8738	-9999.5000	21.5115
286	20-8	3582.300	3582.700	0	175.0776	11.2334	2.7838	107.2652	3.7240	69.9042	323.9876	0.1000	-9999.5000	-9999.5000	21.5376
287	20-8	3585.300	3586.200	1	164.3119	10.0590	2.8240	52.7322	3.3199	212.2232	301.8859	2.0383	-9999.5000	-9999.5000	21.6387
288	20-8	3589.000	3589.700	0	215.4999	14.6016	2.7354	143.1260	3.2816	47.0210	346.1788	0.1000	-9999.5000	-9999.5000	21.3618
289	20-8	3597.400	3598.700	1	155.1406	6.7606	2.7831	26.1892	3.3858	282.3498	287.2101	1.3857	-9999.5000	-9999.5000	21.4409
290	20-8	3601.500	3602.200	0	179.8772	11.8615	2.7702	93.4316	2.8840	61.5353	333.7625	0.1000	-9999.5000	-9999.5000	21.4935
291	20-8	3608.900	3609.700	1	160.1214	8.3528	2.8157	33.8742	3.5871	2840.5236	288.2371	0.9058	-9999.5000	-9999.5000	21.3476
292	23-8	3256.054	3262.154	3	240.1062	14.2260	2.5034	42.6768	2.3855	12.7571	-9999.5000	9.8293	21.6847	-9999.5000	22.4645
293	23-8	3263.354	3264.254	1	208.4108	11.4902	2.6425	65.1230	2.8757	62.0343	-9999.5000	3.0926	16.2110	-9999.5000	21.7823
294	23-8	3265.454	3265.954	1	210.8817	12.8462	2.6508	80.3682	2.4503	47.4160	-9999.5000	0.1000	-9999.5000	-9999.5000	21.7108
295	23-8	3266.454	3267.654	1	208.9798	12.5256	2.6057	53.7176	2.7264	83.7308	-9999.5000	2.7995	26.3299	-9999.5000	22.2909
296	23-8	3273.054	3273.454	1	205.8220	16.0318	2.6872	89.0720	3.3140	50.7612	-9999.5000	0.1000	-9999.5000	-9999.5000	21.8518
297	23-8	3278.554	3283.454	1	221.3217	12.3655	2.5989	64.1499	2.5444	35.3360	-9999.5000	6.7545	30.0378	-9999.5000	21.7888
298	23-8	3283.454	3286.154	7	223.2326	12.7723	2.5681	58.4987	2.5512	35.1472	-9999.5000	6.8460	34.6282	-9999.5000	22.3406
299	23-8	3293.354	3294.954	1	208.8189	19.4688	2.6104	78.2629	2.9687	97.7256	-9999.5000	4.1055	36.2274	-9999.5000	21.6646
300	23-8	3301.354	3304.454	7	225.6254	14.7499	2.5598	56.6442	2.4751	47.0709	-9999.5000	7.2201	45.2190	-9999.5000	22.0121
301	23-8	3307.154	3308.054	1	211.5624	12.9637	2.6744	75.4395	3.1312	73.0955	-9999.5000	5.0824	36.3374	-9999.5000	21.9490
302	23-8	3308.054	3308.454	0	213.2128	11.2550	2.6356	86.9248	3.0564	55.3352	-9999.5000	5.3336	30.4618	-9999.5000	21.8554
303	23-8	3308.454	3309.454	1	208.8851	10.5035	2.6395	71.2642	2.5347	58.0594	-9999.5000	4.6433	22.9802	-9999.5000	21.6695
304	23-8	3309.454	3309.754	0	205.5850	5.7830	2.6770	88.5377	3.1160	89.3702	-9999.5000	3.9343	27.8405	-9999.5000	21.6090
305	23-8	3309.754	3310.854	1	202.9111	7.7432	2.6492	71.2863	2.6253	97.0001	-9999.5000	3.7141	21.1172	-9999.5000	21.6186
306	23-8	3310.854	3311.454	0	207.1116	9.5961	2.6361	93.6439	2.8353	67.1111	-9999.5000	4.2781	21.9209	-9999.5000	21.6060
307	23-8	3311.454	3311.954	1	204.1647	6.4600	2.6303	64.4922	2.4642	83.6570	-9999.5000	4.0427	23.2187	-9999.5000	21.6198
308	23-8	3311.954	3312.854	0	214.1340	13.7158	2.6237	90.9340	2.5298	61.1534	-9999.5000	5.5097	34.6982	-9999.5000	21.6707
309	23-8	3312.854	3314.354	1	204.7731	7.7654	2.6291	61.2383	2.4103	78.7644	-9999.5000	3.4584	19.9207	-9999.5000	21.7997
310	23-8	3322.054	3322.354	1	206.4680	13.9898	2.6885	88.4892	3.4865	77.0605	-9999.5000	4.4188	27.6582	-9999.5000	21.6002
311	23-8	3322.354	3324.854	0	209.4655	15.3545	2.6669	94.7052	3.5630	55.8464	-9999.5000	4.7662	22.8688	-9999.5000	21.6373
312	23-8	3324.854	3327.354	1	207.5026	12.4422	2.6580	70.7584	3.2117	68.7297	-9999.5000	4.1593	23.9137	-9999.5000	21.6453
313	23-8	3328.354	3330.054	1	213.6827	13.4049	2.6342	72.5041	3.0599	46.8142	-9999.5000	4.9749	25.5084	-9999.5000	21.7071
314	23-8	3331.054	3342.654	8	225.1919	5.8907	2.4785	37.7210	2.2877	164.2610	-9999.5000	7.3964	66.7981	-9999.5000	21.5723
315	23-8	3342.654	3342.954	1	225.8567	15.6792	2.5928	78.7555	2.6060	70.3945	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6148
316	23-8	3356.254	3356.654	1	203.8928	15.4832	2.6758	84.7256	3.2326	114.9726	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6438
317	23-8	3366.254	3366.854	1	202.9147	14.8714	2.6756	74.0569	2.9711	161.8237	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5280
318	23-8	3373.754	3376.554	1	202.5151	12.2364	2.6681	63.3056	3.0081	157.8757	-9999.5000	3.3556	36.5513	-9999.5000	21.6105
319	23-8	3411.554	3412.754	1	194.5413	1.6787	2.6156	24.5738	4.3149	154.1179	-9999.5000	5.2035	53.0043	-9999.5000	21.8315
320	23-8	3429.454	3429.854	1	190.4230	5.3146	2.6202	78.3588	3.8328	265.2914	-9999.5000	0.1000	-9999.5000	-9999.5000	21.6044
321	23-8	3430.254	3431.054	1	219.8967	12.5214	2.4673	39.9371	4.2123	1111.8317	-9999.5000	0.1000	-9999.5000	-9999.5000	22.0492
322	25-8	3460.300	3461.300	1	155.9595	7.2590	2.7827	20.6061	3.5561	251.7615	286.9177	0.1000	-9999.5000	-9999.5000	22.0968
323	25-8	3466.600	3467.900	1	157.6195	6.9521	2.8136	14.7616	3.9207	89.3903	283.5098	1.2980	-9999.5000	-9999.5000	22.0219
324	25-8	3468.700	3469.300	0	193.8579	16.5251	2.7006	139.7627	3.4879	77.1049	335.8759	0.1000	-9999.5000	-9999.5000	22.3500
325	25-8	3470.700	3471.900	3	174.4676	8.5442	2.6972	44.4182	3.6410	219.6183	314.0512	1.9698	44.4655	-9999.5000	22.3485
326	25-8	3471.900	3472.700	0	208.8839	16.8767	2.5807	158.9402	2.8418	55.1132	366.5370	0.2299	-9999.5000	-9999.5000	22.6841
327	25-8	3474.700	3475.400	0	190.4523	13.3499	2.6364	134.7630	3.4374	93.2579	335.5260	0.1000	-9999.5000	-9999.5000	22.2677
328	25-8	3477.500	3478.800	1	157.8828	4.4172	2.7567	29.8922	4.1606	528.5351	297.2189	0.1807	-9999.5000	-9999.5000	22.0699
329	25-8	3479.800	3480.300	0	192.6080	15.0372	2.6850	107.6152	3.6310	76.7792	335.4667	0.1000	-9999.5000	-9999.5000	22.3232
330	25-8	3481.300	3482.100	0	187.8863	12.2730	2.6897	99.4402	4.3077	110.8132	335.0456	0.1000	-9999.5000	-9999.5000	22.1933
331	25-8	3489.700	3490.400	0	189.8547	10.8855	2.7330	104.1775	3.7884	149.4336	327.4705	0.1000	-9999.5000	-9999.5000	22.2161
332	25-8	3502.800	3503.900	1	157.7880	8.2674	2.8157	44.0494	3.5669	341.3349	294.2477	0.1000	-9999.5000	-9999.5000	21.9224
333	25-8	3510.600	3514.100	8	176.9892	11.9244	2.6826	19.4026	3.3594	62.7870	312.6361	9.1207	61.9256	-9999.5000	22.1491
334	25-8	3528.300	3529.400	2	165.0286	5.9622	2.7233	33.3950	4.1353	1098.8403	305.8366	0.1000	-9999.5000	-9999.5000	21.9302
335	25-8	3547.200	3548.300	7	166.2691	6.6887	2.7366	34.2735	3.5825	279.8708	297.3363	2.8566	47.7938	-9999.5000	21.9152
336	28-8	3553.400	3554.600	1	163.7162	9.0824	2.9830	20.4746	3.7238	214.5029	291.6019	1.1924	6.6868	-9999.5000	21.5015
337	28-8	3555.300	3555.900	0	233.6769	15.4674	2.7386	115.2826	3.2593	129.9379	348.8091	0.1000	-9999.5000	-9999.5000	21.7060
338	28-8	3559.000	3559.500	0	264.5193	32.0065	1.5673	110.2255	3.1220	67.6672	736.1340	0.1000	-9999.5000	-9999.5000	34.4413
339	28-8	3563.400	3564.400	8	165.7746	10.9199	2.7090	18.3198	3.1804	121.4472	302.6305	4.0082	42.3300	-9999.5000	20.5021
340	28-8	3565.200	3566.300	1	156.3469	9.5360	2.8463	25.5177	3.2929	390.9546	288.0290	0.9031	-9999.5000	-9999.5000	20.4878
341	28-8	3588.600	3589.500	1	157.8702	6.5642	2.8046	39.4531	3.1313	557.4664	282.6634	0.1000	-9999.5000	-9999.5000	20.6004
342	28-8	3595.500	3598.900	8	171.7349	11.9872	2.6782	18.9991	3.1106	48.7435	317.1898	7.3258	47.3378	-9999.5000	20.3582
343	28-8	3602.600	3603.300	1	156.6451	8.6366	2.7970	39.8121	3.3087	507.1243	289.4916	0.1000	-9999.5000	-9999.5000	20.6223
344	28-8	3608.200	3608.900	0	173.2878	12.6780	2.7485	68.0724	3.6166	254.6175	312.2224	0.1000	-9999.5000	-9999.5000	20.1364
345	28-8	3612.700	3613.400	1	158.9171	8.1571	2.8060	30.2820	3.5760	790.7491	291.2362	0.1000	-9999.5000	-9999.5000	20.9386
346	28-8	3616.700	3617.600	1	154.9969	8.4016	2.8151	23.4815	3.4835	881.5264	285.6362	1.0944	-9999.5000	-9999.5000	20.7417
347	28-8	3629.000	3630.200	3	167.2555	5.1148	2.7575	40.9259	4.1313	1100.7597	308.6705	0.1000	-9999.5000	-9999.5000	20.7298
348	30-8	3475.000	3476.900	1	152.0796	3.6485	2.7867	18.1623	4.3683	539.6497	292.0021	0.1000	-9999.5000	-9999.5000	21.9326
349	30-8	3480.800	3482.900	1	152.0999	6.4039	2.8428	24.5427	3.6725	398.3136	284.9133	0.2551	-9999.5000	-9999.5000	21.8711
350	30-8	3489.400	3491.200	7	160.8356	11.2627	2.8019	17.0260	3.5839	154.9205	287.9947	3.0929	34.5843	-9999.5000	21.9264
351	30-8	3493.200	3494.500	8	165.1969	11.0045	2.7416	13.1319	3.4956	128.9794	289.5119	5.7584	57.6362	-9999.5000	21.9130
352	30-8	3502.500	3504.400	1	156.8678	9.2897	2.8135	19.3630	3.5056	413.3519	286.3937	1.6249	26.0644	-9999.5000	22.1161
353	30-8	3508.900	3509.700	3	158.7941	6.0653	2.8219	16.9028	3.5402	373.8206	286.4619	1.3314	-9999.5000	-9999.5000	21.8498
354	30-8	3511.200	3512.200	1	156.1007	8.0788	2.8396	41.4632	3.3152	1151.0210	283.2825	0.4989	-9999.5000	-9999.5000	21.8344
355	30-8	3536.500	3538.400	7	163.0682	8.0545	2.7194	22.5622	3.6350	290.4220	295.4194	4.0680	34.3568	-9999.5000	21.8585
356	30-8	3542.000	3543.600	1	160.9365	5.9824	2.7993	40.1025	3.6888	1605.1838	292.2435	0.1000	-9999.5000	-9999.5000	21.9112
357	30-8	3553.400	3554.500	1	154.2726	6.0439	2.7969	26.7809	4.0627	1754.3532	293.7889	0.1319	-9999.5000	-9999.5000	21.4255
358	30-8	3556.500	3557.300	1	154.5730	5.3221	2.8083	16.9282	3.6097	4065.0679	282.2001	1.0481	-9999.5000	-9999.5000	21.4722
359	30-8	3580.200	3583.900	3	162.9083	1.0625	2.7066	22.1974	4.9956	29054.6051	315.6689	0.1000	-9999.5000	-9999.5000	21.5498
360	30-8	3586.400	3592.800	8	174.0795	1.9325	2.6803	17.8054	4.8205	4019.9998	320.4833	3.7175	72.5863	-9999.5000	21.5443
