,authors,authors_orgn,journal,key,keywords,refer_key,title,url,year
136,赵乐强|张金亮|宋国奇|隋风贵|王学军|向立宏|卓勤功|,中国海洋大学海洋地球科学学院|中国石油化工股份有限公司胜利油田分公司地质科学研究院|中国石油化工股份有限公司胜利油田分公司地质科学研究院 山东青岛266100|中国石油化工股份有限公司胜利油田分公司地质科学研究院山东东营257015|,沉积学报,c30fa952-833e-11e8-ac4a-408d5c0cc128,前第三系|风化壳结构|发育模式|油气运聚|义和庄凸起|,,义和庄凸起东区前第三系顶部风化壳结构发育模式及对油气运聚的影响,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2008
137,李平平|邹华耀|郝芳|,中国石油大学油气成藏机理教育部重点实验室|中国石油大学油气成藏机理教育部重点实验室 北京102249|北京102249中国地质大学(武汉)资源学院武汉430074|,沉积学报,c65b593a-833e-11e8-b6ab-408d5c0cc128,准噶尔盆地|风化壳|发育机制|油气成藏|,c30fa952-833e-11e8-ac4a-408d5c0cc128,准噶尔盆地腹部侏罗系顶部风化壳的发育机制及其油气成藏效应,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2006
138,曹剑|胡文瑄|张义杰|姚素平|王绪龙|张越迁|唐勇|,内生金属矿床成矿机制研究国家重点实验室南京大学地球科学系|中国石油新疆油田分公司勘探开发研究院|中国石油新疆油田分公司勘探开发研究院 南京210093|新疆克拉玛依834000|,沉积学报,c82b0d9a-833e-11e8-9850-408d5c0cc128,不整合|垂向结构|油气运移|准噶尔盆地|,c30fa952-833e-11e8-ac4a-408d5c0cc128,准噶尔盆地油气沿不整合运移的主控因素分析,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2006
139,隋风贵|赵乐强|,胜利油田有限公司地质科学研究院|胜利油田有限公司地质科学研究院 山东东营257015|,大地构造与成矿学,ca451cda-833e-11e8-b740-408d5c0cc128,不整合|结构类型|构建样式|微观组构|控藏作用|济阳坳陷|,c30fa952-833e-11e8-ac4a-408d5c0cc128,济阳坳陷不整合结构类型及控藏作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2006
140,谢寅符|李洪奇|孙中春|,石油大学|新疆石油管理局勘探开发研究院 北京|102249|克拉玛依|834000|,地质论评,cc8a14a8-833e-11e8-a1da-408d5c0cc128,准噶尔盆地|风化壳|孢粉组合|粘土矿物|侏罗系|西山窑组|石南地区|,c30fa952-833e-11e8-ac4a-408d5c0cc128,准噶尔盆地石南地区侏罗系—白垩系间风化壳的发现及其地层学意义,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2006
141,石砥石|,中国科学院广州地球化学研究所 广州510640|胜利油田有限公司地质科学研究院|东营257015|,成都理工大学学报(自然科学版),ce48e134-833e-11e8-942f-408d5c0cc128,网毯式油气成藏体系|太平油田|馆陶组|地层超覆|,c30fa952-833e-11e8-ac4a-408d5c0cc128,济阳坳陷太平油田网毯式油气成藏体系研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2005
142,张建林|,胜利油田有限公司地质科学研究院|,油气地质与采收率,cfbecd94-833e-11e8-a0b7-408d5c0cc128,不整合|优势通道|岩层组合|机理|模式|,c30fa952-833e-11e8-ac4a-408d5c0cc128,地层不整合对油气运移和封堵的作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2005
143,李景阳|梁风|朱立军|左双英|,贵州工业大学资源与环境学院|贵州工业大学资源与环境学院 贵州贵阳550003|,中国岩溶,d1744a6c-833e-11e8-bd71-408d5c0cc128,物理性质|化学成分|碳酸盐岩风化剖面|,c30fa952-833e-11e8-ac4a-408d5c0cc128,两种典型碳酸盐岩红土风化剖面的物理化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2005
144,付广|段海凤|孟庆芬|,大庆石油学院|大庆石油学院 黑龙江大庆163318|,大庆石油地质与开发,d365e5de-833e-11e8-ab61-408d5c0cc128,不整合|内部结构|卸荷-风化裂缝|底砾岩|连通孔隙|输导特征|,c30fa952-833e-11e8-ac4a-408d5c0cc128,不整合及输导油气特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2005
145,李荣西|胡瑞忠|方维萱|,长安大学地球科学与国土资源学院|中国科学院地球化学研究所|中国科学院地球化学研究所 西安710054|贵阳550002|,地质科学,d4e9658a-833e-11e8-9f52-408d5c0cc128,有机包裹体|风化壳|奥陶系|胜利油气区|,c30fa952-833e-11e8-ac4a-408d5c0cc128,胜利油气区奥陶系顶部风化壳有机包裹体初步研究及其意义,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2005
146,张克银|艾华国|吴亚军|,地质矿产部石油地质综合大队|,石油勘探与开发,d676051a-833e-11e8-992e-408d5c0cc128,不整合面|地层|结构|影响|油气藏形成|塔北隆起|,c30fa952-833e-11e8-ac4a-408d5c0cc128,碳酸盐岩顶部不整合面结构层及控油意义,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,1996
147,李平平|邹华耀|郝芳|,中国石油大学油气成藏机理教育部重点实验室|中国石油大学油气成藏机理教育部重点实验室 北京102249|北京102249中国地质大学(武汉)资源学院武汉430074|,沉积学报,d988c1cc-833e-11e8-9d53-408d5c0cc128,准噶尔盆地|风化壳|发育机制|油气成藏|,c30fa952-833e-11e8-ac4a-408d5c0cc128,准噶尔盆地腹部侏罗系顶部风化壳的发育机制及其油气成藏效应,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2006
148,曹剑|胡文瑄|张义杰|姚素平|王绪龙|张越迁|唐勇|,内生金属矿床成矿机制研究国家重点实验室南京大学地球科学系|中国石油新疆油田分公司勘探开发研究院|中国石油新疆油田分公司勘探开发研究院 南京210093|新疆克拉玛依834000|,沉积学报,db0ea458-833e-11e8-b0c6-408d5c0cc128,不整合|垂向结构|油气运移|准噶尔盆地|,c30fa952-833e-11e8-ac4a-408d5c0cc128,准噶尔盆地油气沿不整合运移的主控因素分析,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.2008-03-010,2006
